ID,Description,NES,pvalue,p.adjust,GeneRatio,BgRatio,geneID,geneName,Count,BG,Study,Freq,total_study,celltype,regulators,-log10(Padj),Study_1,Study_2,Cell_line
GOBP_CELLULAR_RESPONSE_TO_ALCOHOL,CELLULAR RESPONSE TO ALCOHOL,0.994337419,0.001453957,0.038164681,Apr-93,91/17332,5737/5729/3709/5727,PTGFR/PTGDR/ITPR2/PTCH1,4,91,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.418338358,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,CALCIUM ION TRANSMEMBRANE TRANSPORT,1.169985988,0.00147341,0.038164681,Jul-93,313/17332,5788/3358/9033/7223/27075/3709/776,PTPRC/HTR2C/PKD2L1/TRPC4/TSPAN13/ITPR2/CACNA1D,7,313,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.418338358,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
KEGG_hsa05332,Graft-versus-host disease,1.28033358,0.00147555,0.038164681,Mar-93,42/17332,3821/3123/3133,KLRC1/HLA-DRB1/HLA-E,3,42,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,2,14,NKcells,neg,1.418338358,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_INORGANIC_ANION_TRANSMEMBRANE_TRANSPORT,INORGANIC ANION TRANSMEMBRANE TRANSPORT,0.620674459,0.001513872,0.038164681,Apr-93,92/17332,9498/63982/115111/2554,SLC4A8/ANO3/SLC26A7/GABRA1,4,92,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.418338358,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_COMMISSURAL_NEURON_AXON_GUIDANCE,COMMISSURAL NEURON AXON GUIDANCE,0.658798627,0.001518015,0.038164681,Feb-93,11/17332,7976/5727,FZD3/PTCH1,2,11,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.418338358,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_GAMMA_AMINOBUTYRIC_ACID_SECRETION,GAMMA AMINOBUTYRIC ACID SECRETION,0.354132019,0.001518015,0.038164681,Feb-93,11/17332,7223/3351,TRPC4/HTR1B,2,11,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.418338358,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY,SEMAPHORIN PLEXIN SIGNALING PATHWAY,0.252679137,0.00158009,0.039263405,Mar-93,43/17332,57715/10154/8828,SEMA4G/PLXNC1/NRP2,3,43,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.406012039,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
KEGG_hsa04630,JAK-STAT signaling pathway,0.602120993,0.001798379,0.042165422,May-93,162/17332,3455/3575/5156/3459/58985,IFNAR2/IL7R/PDGFRA/IFNGR1/IL22RA1,5,162,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,5,14,NKcells,neg,1.375043546,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_AMINO_ACID_IMPORT_ACROSS_PLASMA_MEMBRANE,"AMINO ACID IMPORT ACROSS 
PLASMA MEMBRANE",1.034690582,0.001802828,0.042165422,Mar-93,45/17332,206358/11254/6542,SLC36A1/SLC6A14/SLC7A2,3,45,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.375043546,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
BIOCARTA_TCYTOTOXIC_PATHWAY,TCYTOTOXIC PATHWAY,0.698586187,0.001815264,0.042165422,Feb-93,12/17332,5788/917,PTPRC/CD3G,2,12,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.375043546,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
BIOCARTA_THELPER_PATHWAY,THELPER PATHWAY,0.698586187,0.001815264,0.042165422,Feb-93,12/17332,5788/917,PTPRC/CD3G,2,12,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.375043546,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,"NEGATIVE REGULATION OF PROTEIN 
AUTOPHOSPHORYLATION",0.588924093,0.001815264,0.042165422,Feb-93,12/17332,5788/5167,PTPRC/ENPP1,2,12,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.375043546,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_390666,Serotonin receptors,0.506575212,0.001815264,0.042165422,Feb-93,12/17332,3358/3351,HTR2C/HTR1B,2,12,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.375043546,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_ACID_SECRETION,ACID SECRETION,0.294200021,0.002044235,0.046752587,Mar-93,47/17332,7223/115111/3351,TRPC4/SLC26A7/HTR1B,3,47,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.330194357,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,AMINO ACID TRANSMEMBRANE TRANSPORT,1.122818181,0.002056501,0.046752587,Apr-93,100/17332,206358/11254/6542/157724,SLC36A1/SLC6A14/SLC7A2/SLC7A13,4,100,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.330194357,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_GAMMA_DELTA_T_CELL_DIFFERENTIATION,"GAMMA DELTA T CELL 
DIFFERENTIATION",1.220310986,0.002137832,0.04808996,Feb-93,13/17332,5788/3821,PTPRC/KLRC1,2,13,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.31794558,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE,"DETECTION OF CHEMICAL STIMULUS 
INVOLVED IN SENSORY PERCEPTION 
OF TASTE",0.623122569,0.002172106,0.04835198,Mar-93,48/17332,9033/50837/50839,PKD2L1/TAS2R7/TAS2R10,3,48,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.315585739,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_ANION_TRANSMEMBRANE_TRANSPORT,ANION TRANSMEMBRANE TRANSPORT,0.891825714,0.002226561,0.049053215,Jun-93,249/17332,9498/63982/6542/115111/157724/2554,SLC4A8/ANO3/SLC7A2/SLC26A7/SLC7A13/GABRA1,6,249,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.309332524,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_REGULATION_OF_NERVOUS_SYSTEM_DEVELOPMENT,"REGULATION OF NERVOUS SYSTEM 
DEVELOPMENT",1.47653167,0.002474129,0.052588057,Aug-93,439/17332,139065/1524/7976/657/27020/57715/10154/3949,SLITRK4/CX3CR1/FZD3/BMPR1A/NPTN/SEMA4G/PLXNC1/LDLR,8,439,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.279112872,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
BIOCARTA_BLYMPHOCYTE_PATHWAY,BLYMPHOCYTE PATHWAY,0.699131845,0.002485444,0.052588057,Feb-93,14/17332,5788/3123,PTPRC/HLA-DRB1,2,14,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.279112872,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_MALE_SEX_DETERMINATION,MALE SEX DETERMINATION,0.315740434,0.002485444,0.052588057,Feb-93,14/17332,5729/3643,PTGDR/INSR,2,14,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.279112872,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_POSITIVE_THYMIC_T_CELL_SELECTION,"POSITIVE THYMIC T CELL 
SELECTION",0.698586187,0.002485444,0.052588057,Feb-93,14/17332,5788/917,PTPRC/CD3G,2,14,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.279112872,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_MACROPHAGE_ACTIVATION,MACROPHAGE ACTIVATION,0.986059898,0.002542576,0.053269452,Apr-93,106/17332,5788/1524/3459/3949,PTPRC/CX3CR1/IFNGR1/LDLR,4,106,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,2,14,NKcells,neg,1.273521775,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_NEUTRAL_AMINO_ACID_TRANSPORT,NEUTRAL AMINO ACID TRANSPORT,1.004410507,0.002585159,0.053635765,Mar-93,51/17332,206358/11254/157724,SLC36A1/SLC6A14/SLC7A13,3,51,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.270545519,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,"POSITIVE REGULATION OF TUMOR 
NECROSIS FACTOR SUPERFAMILY CYTOKINE 
PRODUCTION",0.682447436,0.002630611,0.054054004,Apr-93,107/17332,5788/5795/3459/3133,PTPRC/PTPRJ/IFNGR1/HLA-E,4,107,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.267172127,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_418594,"G alpha (i) signalling 
events",0.716250031,0.00270876,0.054850714,Jun-93,259/17332,1524/1235/50837/50839/3351/611,CX3CR1/CCR6/TAS2R7/TAS2R10/HTR1B/OPN1SW,6,259,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.260817716,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
KEGG_hsa04659,Th17 cell differentiation,0.962052103,0.002720719,0.054850714,Apr-93,108/17332,3123/3554/3459/917,HLA-DRB1/IL1R1/IFNGR1/CD3G,4,108,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,4,14,NKcells,neg,1.260817716,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_ALANINE_TRANSPORT,ALANINE TRANSPORT,0.916576544,0.002857829,0.056029172,Feb-93,15/17332,206358/11254,SLC36A1/SLC6A14,2,15,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,2,14,NKcells,neg,1.251585792,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL,"POSITIVE REGULATION OF RESPONSE 
TO TUMOR CELL",0.762829834,0.002857829,0.056029172,Feb-93,15/17332,5817/3123,PVR/HLA-DRB1,2,15,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.251585792,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_9706369,Negative regulation of FLT3,0.061126576,0.002857829,0.056029172,Feb-93,15/17332,5795/2323,PTPRJ/FLT3LG,2,15,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.251585792,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
KEGG_hsa04360,Axon guidance,0.632971663,0.002980811,0.057909021,May-93,182/17332,7976/7223/57715/10154/5727,FZD3/TRPC4/SEMA4G/PLXNC1/PTCH1,5,182,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.23725378,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_AMINO_ACID_IMPORT,AMINO ACID IMPORT,1.034690582,0.003043647,0.058073869,Mar-93,54/17332,206358/11254/6542,SLC36A1/SLC6A14/SLC7A2,3,54,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.236019242,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_SULFUR_COMPOUND_TRANSPORT,SULFUR COMPOUND TRANSPORT,0.485133967,0.003043647,0.058073869,Mar-93,54/17332,206358/115111/157724,SLC36A1/SLC26A7/SLC7A13,3,54,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.236019242,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_CHLORIDE_TRANSPORT,CHLORIDE TRANSPORT,0.620674459,0.003102343,0.058669969,Apr-93,112/17332,9498/63982/115111/2554,SLC4A8/ANO3/SLC26A7/GABRA1,4,112,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.231584139,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_INORGANIC_ANION_TRANSPORT,INORGANIC ANION TRANSPORT,0.720370952,0.003197323,0.059581587,May-93,185/17332,9498/63982/5167/115111/2554,SLC4A8/ANO3/ENPP1/SLC26A7/GABRA1,5,185,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.224887934,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE,"NEGATIVE REGULATION OF DEFENSE 
RESPONSE",1.592754692,0.003206309,0.059581587,Jun-93,268/17332,5788/3821/3123/634/3133/3949,PTPRC/KLRC1/HLA-DRB1/CEACAM1/HLA-E/LDLR,6,268,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.224887934,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY_INVOLVED_IN_NEURON_PROJECTION_GUIDANCE,"SEMAPHORIN PLEXIN SIGNALING PATHWAY 
INVOLVED IN NEURON PROJECTION 
GUIDANCE",0.208455742,0.003254716,0.059947317,Feb-93,16/17332,10154/8828,PLXNC1/NRP2,2,16,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.22223025,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_REGULATION_OF_NEUROGENESIS,REGULATION OF NEUROGENESIS,1.300046213,0.003282095,0.059947317,Jul-93,361/17332,1524/7976/657/27020/57715/10154/3949,CX3CR1/FZD3/BMPR1A/NPTN/SEMA4G/PLXNC1/LDLR,7,361,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.22223025,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
KEGG_hsa04726,Serotonergic synapse,0.812887878,0.003411481,0.061505519,Apr-93,115/17332,3358/3709/3351/776,HTR2C/ITPR2/HTR1B/CACNA1D,4,115,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.211085913,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,"TUMOR NECROSIS FACTOR SUPERFAMILY 
CYTOKINE PRODUCTION",0.822990969,0.003424968,0.061505519,May-93,188/17332,5788/1524/5795/3459/3133,PTPRC/CX3CR1/PTPRJ/IFNGR1/HLA-E,5,188,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.211085913,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT,ANATOMICAL STRUCTURE ARRANGEMENT,1.038334055,0.003675837,0.063348897,Feb-93,17/17332,657/8828,BMPR1A/NRP2,2,17,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.19826094,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_DENDRITE_SELF_AVOIDANCE,DENDRITE SELF AVOIDANCE,0.651447402,0.003675837,0.063348897,Feb-93,17/17332,57453/27020,DSCAML1/NPTN,2,17,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.19826094,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_GAMMA_AMINOBUTYRIC_ACID_TRANSPORT,GAMMA AMINOBUTYRIC ACID TRANSPORT,0.354132019,0.003675837,0.063348897,Feb-93,17/17332,7223/3351,TRPC4/HTR1B,2,17,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.19826094,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_GANGLION_DEVELOPMENT,GANGLION DEVELOPMENT,0.583891914,0.003675837,0.063348897,Feb-93,17/17332,7976/8828,FZD3/NRP2,2,17,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.19826094,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_977443,GABA receptor activation,0.482422269,0.003675837,0.063348897,Feb-93,17/17332,27020/2554,NPTN/GABRA1,2,17,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.19826094,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_INTERACTION_WITH_HOST,"BIOLOGICAL PROCESS INVOLVED IN 
INTERACTION WITH HOST",1.120545051,0.003746363,0.064047817,May-93,192/17332,5817/3123/3693/3643/3949,PVR/HLA-DRB1/ITGB5/INSR/LDLR,5,192,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,2,14,NKcells,neg,1.193495665,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_380108,Chemokine receptors bind chemokines,0.39599011,0.003912922,0.0663644,Mar-93,59/17332,1524/1235/9034,CX3CR1/CCR6/CCRL2,3,59,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.178064828,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_NEGATIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE,"NEGATIVE REGULATION OF NEUROINFLAMMATORY 
RESPONSE",0.691045497,0.004120927,0.068800157,Feb-93,18/17332,5788/3949,PTPRC/LDLR,2,18,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.162410569,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_PERMEABILITY,"NEGATIVE REGULATION OF VASCULAR 
PERMEABILITY",0.159930834,0.004120927,0.068800157,Feb-93,18/17332,634/5795,CEACAM1/PTPRJ,2,18,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.162410569,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,"POSITIVE REGULATION OF PRODUCTION 
OF MOLECULAR MEDIATOR OF 
IMMUNE RESPONSE",1.064992706,0.004213014,0.069792335,Apr-93,122/17332,51744/5788/3554/3133,CD244/PTPRC/IL1R1/HLA-E,4,122,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,3,14,NKcells,neg,1.156192271,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION,"BIOLOGICAL PROCESS INVOLVED IN 
SYMBIOTIC INTERACTION",1.226568207,0.004477551,0.072653586,Jun-93,287/17332,5817/3123/1524/3693/3643/3949,PVR/HLA-DRB1/CX3CR1/ITGB5/INSR/LDLR,6,287,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,2,14,NKcells,neg,1.138742942,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN,"ANTIGEN PROCESSING AND PRESENTATION 
OF ENDOGENOUS PEPTIDE ANTIGEN",0.654092327,0.004589721,0.072653586,Feb-93,19/17332,3123/3133,HLA-DRB1/HLA-E,2,19,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,4,14,NKcells,neg,1.138742942,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_NEGATIVE_REGULATION_OF_MACROPHAGE_ACTIVATION,"NEGATIVE REGULATION OF MACROPHAGE 
ACTIVATION",0.691045497,0.004589721,0.072653586,Feb-93,19/17332,5788/3949,PTPRC/LDLR,2,19,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.138742942,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_NEGATIVE_REGULATION_OF_PLATELET_ACTIVATION,"NEGATIVE REGULATION OF PLATELET 
ACTIVATION",0.176694659,0.004589721,0.072653586,Feb-93,19/17332,634/5156,CEACAM1/PDGFRA,2,19,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.138742942,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_202430,"Translocation of ZAP-70 to 
Immunological synapse",0.660458337,0.004589721,0.072653586,Feb-93,19/17332,3123/917,HLA-DRB1/CD3G,2,19,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.138742942,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
REACTOME_416700,Other semaphorin interactions,0.390963173,0.004589721,0.072653586,Feb-93,19/17332,5788/10154,PTPRC/PLXNC1,2,19,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.138742942,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,"LYMPHOCYTE ACTIVATION INVOLVED IN 
IMMUNE RESPONSE",0.970058403,0.004643858,0.07297003,May-93,202/17332,51744/5788/3123/634/1235,CD244/PTPRC/HLA-DRB1/CEACAM1/CCR6,5,202,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.136855474,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY,"T CELL RECEPTOR SIGNALING 
PATHWAY",0.651047767,0.004857695,0.075772958,Apr-93,127/17332,5788/3123/634/5795,PTPRC/HLA-DRB1/CEACAM1/PTPRJ,4,127,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,2,14,NKcells,neg,1.120485758,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
KEGG_hsa04929,GnRH secretion,0.60317213,0.004919187,0.076176113,Mar-93,64/17332,7223/3709/776,TRPC4/ITPR2/CACNA1D,3,64,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.118181194,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS,"CELLULAR RESPONSE TO PROSTAGLANDIN 
STIMULUS",0.574389887,0.005081959,0.076240408,Feb-93,20/17332,5737/5729,PTGFR/PTGDR,2,20,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.117814789,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_GAMMA_DELTA_T_CELL_ACTIVATION,"GAMMA DELTA T CELL 
ACTIVATION",1.220310986,0.005081959,0.076240408,Feb-93,20/17332,5788/3821,PTPRC/KLRC1,2,20,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.117814789,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION,"REGULATION OF MICROGLIAL CELL 
ACTIVATION",0.691045497,0.005081959,0.076240408,Feb-93,20/17332,5788/3949,PTPRC/LDLR,2,20,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.117814789,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_SENSORY_PERCEPTION_OF_TASTE,SENSORY PERCEPTION OF TASTE,0.623122569,0.005137398,0.076240408,Mar-93,65/17332,9033/50837/50839,PKD2L1/TAS2R7/TAS2R10,3,65,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.117814789,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
KEGG_hsa04927,Cortisol synthesis and secretion,0.755435992,0.005137398,0.076240408,Mar-93,65/17332,3709/3949/776,ITPR2/LDLR/CACNA1D,3,65,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.117814789,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
KEGG_hsa05321,Inflammatory bowel disease,0.801593935,0.005137398,0.076240408,Mar-93,65/17332,3123/3459/7100,HLA-DRB1/IFNGR1/TLR5,3,65,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,2,14,NKcells,neg,1.117814789,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,"REGULATION OF ANTIGEN RECEPTOR 
MEDIATED SIGNALING PATHWAY",0.449426162,0.005361362,0.079015378,Mar-93,66/17332,5788/634/5795,PTPRC/CEACAM1/PTPRJ,3,66,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.102288376,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER,"G PROTEIN COUPLED RECEPTOR 
SIGNALING PATHWAY COUPLED TO 
CYCLIC NUCLEOTIDE SECOND MESSENGER",0.66621964,0.005591121,0.081371441,Mar-93,67/17332,3358/390442/3351,HTR2C/OR11H4/HTR1B,3,67,2024_CELL_Li_1_Rawdata_Sub_AGS_NK,1,14,NKcells,neg,1.089527991,2024_CELL_Li_AGS_NK,2024_CELL_Li_AGS,Gastric cancer
