id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
TCEA1	4	0.51752	0.68303	0.998684	13145	2	-0.34855	0.16734	0.28223	1.0	5395	1	-0.34855
EXOC3	4	0.51754	0.68305	0.998684	13146	2	-0.28317	0.29453	0.42661	1.0	7910	1	-0.28317
UPB1	4	0.51756	0.68306	0.998684	13147	2	-0.01593	0.54817	0.59819	1.0	11075	1	-0.01593
ATP5L	4	0.51762	0.6831	0.998684	13148	2	-0.39576	0.61826	0.64394	1.0	11941	1	-0.39576
CRNN	4	0.51763	0.68311	0.998684	13149	2	-0.60041	0.41993	0.52686	1.0	9725	1	-0.60041
CYP3A4	4	0.51767	0.68315	0.998684	13150	2	-0.10556	0.34922	0.48837	1.0	9042	2	-0.10556
DNAJC13	4	0.51772	0.68318	0.998684	13151	2	1.547	0.073307	0.16418	0.958851	3311	2	1.547
HEMK1	4	0.51774	0.6832	0.998684	13152	1	0.036751	0.82986	0.83018	1.0	15606	0	0.036751
POM121L2	4	0.51776	0.68322	0.998684	13153	2	-0.35926	0.50527	0.57283	1.0	10583	1	-0.35926
MYO9B	4	0.51786	0.6833	0.998684	13154	1	1.9267	0.030268	0.077002	0.869938	1714	3	1.9267
ZNF705G	4	0.51792	0.68335	0.998684	13155	1	-0.0033304	0.042612	0.10286	0.915662	2171	1	-0.0033304
GATA2	4	0.51795	0.68337	0.998684	13156	2	-0.20688	0.54268	0.59479	1.0	11003	1	-0.20688
OR5K2	4	0.51799	0.68341	0.998684	13157	2	-0.51759	0.83368	0.83399	1.0	15680	0	-0.51759
HAND1	4	0.51801	0.68343	0.998684	13158	2	-0.73919	0.88584	0.88604	1.0	16786	0	-0.73919
PCDHA4	4	0.51805	0.68346	0.998684	13159	2	-0.68583	0.89935	0.89958	1.0	17065	0	-0.68583
TTC12	4	0.51807	0.68347	0.998684	13160	1	-0.44546	0.54161	0.59414	1.0	10989	1	-0.44546
CEP78	4	0.5181	0.68348	0.998684	13161	2	0.5455	0.17471	0.29069	1.0	5530	2	0.5455
MTRNR2L9	4	0.51816	0.68353	0.998684	13162	2	1.0274	0.11198	0.219	0.985766	4289	2	1.0274
PEAK1	4	0.51819	0.68355	0.998684	13163	2	-0.24121	0.86749	0.86776	1.0	16393	0	-0.24121
FAM126B	4	0.51822	0.68357	0.998684	13164	2	0.34599	0.24364	0.36902	1.0	6865	2	0.34599
FURIN	4	0.51848	0.68377	0.998684	13165	1	1.2742	0.051213	0.12038	0.925768	2517	3	1.2742
GPR137	4	0.51854	0.68382	0.998684	13166	1	1.42	0.1189	0.22689	0.985766	4453	2	1.42
TNFRSF10C	4	0.51869	0.68393	0.998684	13167	1	0.56015	0.26902	0.39766	1.0	7372	2	0.56015
CHADL	4	0.51877	0.68399	0.998684	13168	2	-0.11355	0.71454	0.71829	1.0	13401	1	-0.11355
EGLN1	4	0.51881	0.68401	0.998684	13169	2	-0.74822	0.69698	0.70352	1.0	13091	1	-0.74822
VIPAS39	4	0.51895	0.68411	0.998684	13170	2	0.24094	0.23321	0.35731	1.0	6674	2	0.24094
GPM6B	4	0.51896	0.68412	0.998684	13171	1	-0.25814	0.096957	0.20158	0.975348	4001	1	-0.25814
PLCB2	4	0.51906	0.68419	0.998684	13172	2	-0.60448	0.62642	0.64965	1.0	12048	1	-0.60448
MYEOV	4	0.51914	0.68426	0.998684	13173	1	0.46465	0.34309	0.48141	1.0	8908	2	0.46465
C8orf88	4	0.51915	0.68426	0.998684	13174	2	-0.32645	0.74952	0.75013	1.0	14024	1	-0.32645
ZFYVE1	4	0.51923	0.68432	0.998684	13175	2	0.9847	0.15207	0.26491	1.0	5099	2	0.9847
MOB3B	4	0.51953	0.68453	0.998684	13176	2	-0.34059	0.81436	0.81468	1.0	15286	0	-0.34059
KLHL12	4	0.51968	0.68464	0.998684	13177	1	-0.088715	0.56898	0.61124	1.0	11326	1	-0.088715
PTGR2	4	0.51986	0.68478	0.998684	13178	2	-0.39812	0.88942	0.88959	1.0	16864	0	-0.39812
KHDRBS2	4	0.51995	0.68484	0.998684	13179	1	0.92271	0.16249	0.27676	1.0	5304	2	0.92271
C12orf79	4	0.52006	0.68492	0.998684	13180	2	0.40389	0.14255	0.25408	1.0	4910	2	0.40389
MGAM2	4	0.52015	0.68499	0.998684	13181	2	0.46023	0.20909	0.32992	1.0	6192	2	0.46023
TGFB3	4	0.52033	0.68513	0.998684	13182	1	0.99889	0.26068	0.38827	1.0	7190	2	0.99889
ZNF577	4	0.52069	0.68537	0.998684	13183	1	0.87901	0.070449	0.15861	0.957823	3199	3	0.87901
ARRDC2	4	0.52134	0.68585	0.998684	13184	1	-0.049482	0.13856	0.24947	0.999979	4828	1	-0.049482
SSBP3	4	0.52143	0.68592	0.998684	13185	1	0.11186	0.067193	0.15222	0.954187	3086	1	0.11186
KCNA1	4	0.52197	0.68631	0.998684	13186	1	-0.17775	0.56545	0.60898	1.0	11278	1	-0.17775
MAP7D3	4	0.52197	0.68631	0.998684	13187	1	1.3585	0.049776	0.11747	0.922991	2461	3	1.3585
LAT	4	0.52197	0.68631	0.998684	13188	1	-0.32136	0.08479	0.18603	0.960853	3746	1	-0.32136
UTF1	4	0.52241	0.68665	0.998684	13189	2	-0.39429	0.81812	0.8185	1.0	15363	0	-0.39429
ZCCHC3	4	0.52247	0.6867	0.998684	13190	1	1.5771	0.044083	0.10587	0.916452	2236	3	1.5771
FAM49A	4	0.52318	0.68723	0.998684	13191	1	-0.5719	0.71599	0.71956	1.0	13428	1	-0.5719
CT47A8	4	0.52324	0.68726	0.998684	13192	2	0.43535	0.25356	0.38025	1.0	7056	2	0.43535
TP63	4	0.52336	0.68736	0.998684	13193	1	0.89205	0.18771	0.30552	1.0	5778	2	0.89205
CYFIP2	4	0.52342	0.68741	0.998684	13194	1	2.5152	0.035334	0.087719	0.888994	1910	3	2.5152
RASGRP2	4	0.52351	0.68749	0.998684	13195	2	-0.31829	0.58164	0.61935	1.0	11483	1	-0.31829
KIR3DL1	4	0.5236	0.68756	0.998684	13196	1	0.61891	0.20513	0.32541	1.0	6108	2	0.61891
LSM14B	4	0.52363	0.68758	0.998684	13197	1	0.72989	0.21508	0.33676	1.0	6299	2	0.72989
SYNGR3	4	0.52375	0.68767	0.998684	13198	1	1.6783	0.068306	0.15446	0.95485	3129	3	1.6783
CLEC4M	4	0.52378	0.68769	0.998684	13199	2	-0.13676	0.062945	0.14376	0.943178	2948	1	-0.13676
OR8H2	4	0.52381	0.68771	0.998684	13200	2	-0.59659	0.7039	0.70927	1.0	13216	1	-0.59659
ST8SIA3	4	0.52422	0.68804	0.998684	13201	2	-0.58634	0.20358	0.32368	1.0	6078	1	-0.58634
KIR3DL2	4	0.52441	0.6882	0.998684	13202	2	2.7467	0.031637	0.079933	0.876453	1765	2	2.7467
ADGRG7	4	0.52463	0.68835	0.998684	13203	1	0.16024	0.53365	0.58941	1.0	10911	1	0.16024
RPRM	4	0.52466	0.68837	0.998684	13204	2	2.5943	0.038351	0.093907	0.899725	2017	2	2.5943
C1orf137	4	0.52487	0.68853	0.998684	13205	1	2.7675	0.020963	0.056843	0.848657	1297	3	2.7675
BBOX1	4	0.5249	0.68856	0.998684	13206	1	0.59979	0.22437	0.34734	1.0	6493	2	0.59979
TBCB	4	0.52526	0.68883	0.998684	13207	2	2.1884	0.055553	0.12915	0.930911	2670	2	2.1884
RASA2	4	0.52534	0.68889	0.998684	13208	2	0.0048638	0.33927	0.47712	1.0	8819	2	0.0048638
HOMER2	4	0.52564	0.68912	0.998684	13209	2	0.078442	0.29394	0.42593	1.0	7901	2	0.078442
MUC20	4	0.52576	0.6892	0.998684	13210	1	0.09871	0.76195	0.76207	1.0	14261	1	0.09871
PCDHA2	4	0.52611	0.68946	0.998684	13211	1	-0.56658	0.70109	0.70693	1.0	13174	1	-0.56658
FBXO33	4	0.52614	0.68948	0.998684	13212	2	-0.079815	0.75212	0.75261	1.0	14078	1	-0.079815
INSRR	4	0.52638	0.68964	0.998684	13213	1	1.7207	0.084249	0.18503	0.959019	3730	2	1.7207
PRR19	4	0.52644	0.68969	0.998684	13214	1	0.27168	0.1305	0.24019	0.99586	4667	1	0.27168
BDH1	4	0.52652	0.68975	0.998684	13215	2	-0.015602	0.2176	0.33964	1.0	6351	2	-0.015602
PMVK	4	0.52679	0.68996	0.998684	13216	2	0.24802	0.12808	0.23741	0.995035	4617	2	0.24802
USP19	4	0.52691	0.69005	0.998684	13217	1	-0.040044	0.55989	0.60544	1.0	11217	1	-0.040044
RAP2B	4	0.52697	0.69009	0.998684	13218	1	0.23491	0.61978	0.64502	1.0	11964	1	0.23491
CDH7	4	0.52729	0.69032	0.998684	13219	1	0.24728	0.057917	0.13384	0.932346	2776	1	0.24728
ZFAND5	4	0.52761	0.69055	0.998684	13220	2	0.044127	0.093555	0.19763	0.971408	3933	2	0.044127
SLC13A2	4	0.52767	0.6906	0.998684	13221	1	-0.18589	0.64373	0.66203	1.0	12288	1	-0.18589
MED12L	4	0.52776	0.69066	0.998684	13222	1	0.9589	0.076325	0.17004	0.959019	3426	3	0.9589
USP36	4	0.52791	0.69079	0.998684	13223	2	1.921	0.068103	0.15405	0.954272	3120	2	1.921
PAPL	4	0.52814	0.69096	0.998684	13224	2	0.57151	0.17479	0.29078	1.0	5534	2	0.57151
CCDC25	4	0.52829	0.69107	0.998684	13225	1	0.57546	0.31728	0.4523	1.0	8376	2	0.57546
SEPT1	4	0.52841	0.69116	0.998684	13226	1	3.0424	0.019498	0.053627	0.836121	1237	2	3.0424
SYNPR	4	0.52844	0.69118	0.998684	13227	1	1.3385	0.077422	0.17207	0.959019	3463	2	1.3385
CYP4F12	4	0.52856	0.69126	0.998684	13228	1	4.398	0.0063442	0.021816	0.705638	598	3	4.398
SMIM22	4	0.52882	0.69145	0.998684	13229	1	2.1898	0.025481	0.066656	0.859621	1500	3	2.1898
ABHD3	4	0.52911	0.69168	0.998684	13230	1	-0.56697	0.2028	0.3228	1.0	6067	1	-0.56697
CCDC176	4	0.52926	0.69178	0.998684	13231	2	2.1596	0.061074	0.14009	0.939049	2884	2	2.1596
WI2-2373I1.2	4	0.52952	0.692	0.998684	13232	1	0.54848	0.10675	0.21294	0.982729	4195	1	0.54848
PRSS37	4	0.52967	0.69211	0.998684	13233	1	0.36204	0.29924	0.43198	1.0	8006	2	0.36204
TEX13B	4	0.52988	0.69226	0.998684	13234	2	-0.48395	0.21551	0.33728	1.0	6311	1	-0.48395
SMNDC1	4	0.52991	0.69229	0.998684	13235	1	0.26344	0.73299	0.73477	1.0	13723	1	0.26344
COL11A1	4	0.53011	0.69243	0.998684	13236	1	0.18806	0.11689	0.22459	0.985766	4405	1	0.18806
ZNF576	4	0.53014	0.69245	0.998684	13237	2	-0.73278	0.90914	0.90945	1.0	17270	0	-0.73278
TMOD1	4	0.53023	0.69253	0.998684	13238	2	-0.62245	0.43011	0.53208	1.0	9819	1	-0.62245
IGSF3	4	0.53032	0.69259	0.998684	13239	1	-0.11663	0.77419	0.77433	1.0	14488	0	-0.11663
DUOX2	4	0.53052	0.69274	0.998684	13240	1	0.28755	0.2102	0.33118	1.0	6210	1	0.28755
CAP1	4	0.53061	0.6928	0.998684	13241	2	-0.30165	0.33662	0.47416	1.0	8773	1	-0.30165
FERMT3	4	0.53096	0.69305	0.998684	13242	2	-0.038174	0.277	0.40675	1.0	7528	1	-0.038174
PMPCB	4	0.53114	0.6932	0.998684	13243	2	1.9146	0.068706	0.15524	0.95485	3145	2	1.9146
OR5H2	4	0.53119	0.69324	0.998684	13244	1	-0.32358	0.44854	0.54165	1.0	9995	1	-0.32358
ADAM28	4	0.53125	0.69329	0.998684	13245	1	0.22323	0.60546	0.63511	1.0	11777	1	0.22323
TMEM214	4	0.53143	0.69342	0.998684	13246	2	-0.5327	0.59305	0.62683	1.0	11617	1	-0.5327
C1orf115	4	0.53169	0.69362	0.998684	13247	2	0.33921	0.19209	0.31055	1.0	5863	2	0.33921
TAS2R46	4	0.53242	0.69416	0.998684	13248	1	-0.25221	0.74434	0.74526	1.0	13933	1	-0.25221
ZDHHC17	4	0.53245	0.69418	0.998684	13249	1	0.095204	0.74345	0.74443	1.0	13917	1	0.095204
SIX1	4	0.53251	0.69423	0.998684	13250	2	-0.070048	0.55777	0.60413	1.0	11187	1	-0.070048
ACADL	4	0.53257	0.69427	0.998684	13251	1	0.20219	0.56406	0.60809	1.0	11263	1	0.20219
FPR3	4	0.53266	0.69434	0.998684	13252	1	-0.034495	0.67129	0.68278	1.0	12727	1	-0.034495
PRDM16	4	0.53269	0.69436	0.998684	13253	1	0.95237	0.1697	0.28502	1.0	5445	2	0.95237
BAG4	4	0.53292	0.69452	0.998684	13254	1	4.0472	0.0089332	0.02982	0.752507	767	3	4.0472
PRTN3	4	0.53341	0.69489	0.998684	13255	2	0.076308	0.30009	0.4329	1.0	8025	2	0.076308
GABPB2	4	0.534	0.69529	0.998684	13256	1	0.75243	0.19604	0.31503	1.0	5929	2	0.75243
GRID1	4	0.53403	0.69532	0.998684	13257	1	0.3667	0.33183	0.4688	1.0	8669	2	0.3667
EMC8	4	0.53411	0.69538	0.998684	13258	2	-0.1727	0.086143	0.18861	0.963463	3789	1	-0.1727
MED14OS	4	0.53449	0.69565	0.998684	13259	1	-0.53259	0.82108	0.82143	1.0	15422	0	-0.53259
TMEM212	4	0.53467	0.69577	0.998684	13260	1	0.012495	0.13505	0.24545	0.9983	4761	1	0.012495
OR4C15	4	0.53478	0.69586	0.998684	13261	1	0.3624	0.081499	0.17986	0.959019	3627	2	0.3624
WFDC5	4	0.5349	0.69595	0.998684	13262	2	-0.42419	0.65869	0.67315	1.0	12536	1	-0.42419
VAPB	4	0.53499	0.69601	0.998684	13263	1	0.046005	0.57232	0.61337	1.0	11365	1	0.046005
MRPS18B	4	0.53502	0.69603	0.998684	13264	2	2.6658	0.035342	0.087737	0.888994	1911	2	2.6658
GMPPA	4	0.53519	0.69617	0.998684	13265	1	0.40433	0.47861	0.55801	1.0	10290	1	0.40433
FUNDC1	4	0.53542	0.69633	0.998684	13266	2	-0.21412	0.79815	0.7985	1.0	14972	0	-0.21412
ZNF142	4	0.53548	0.69638	0.998684	13267	1	3.4252	0.038704	0.094621	0.899725	2033	3	3.4252
PBDC1	4	0.53592	0.69672	0.998684	13268	1	0.086726	0.24317	0.36849	1.0	6854	1	0.086726
FAT2	4	0.53598	0.69677	0.998684	13269	1	2.0379	0.094147	0.19833	0.971408	3951	2	2.0379
MLLT4	4	0.53609	0.69685	0.998684	13270	2	2.1543	0.055804	0.12962	0.930911	2681	2	2.1543
VSIG1	4	0.53638	0.69706	0.998684	13271	2	-0.7593	0.90269	0.90294	1.0	17126	0	-0.7593
TMEM55A	4	0.53696	0.69752	0.998684	13272	1	0.72331	0.13231	0.24228	0.99586	4710	2	0.72331
OR10C1	4	0.53751	0.69791	0.998684	13273	1	0.38664	0.74047	0.74165	1.0	13866	1	0.38664
VPREB3	4	0.53763	0.69798	0.998684	13274	2	-0.43952	0.90031	0.90054	1.0	17078	0	-0.43952
C15orf54	4	0.53795	0.69823	0.998684	13275	1	-0.247	0.73028	0.73233	1.0	13670	1	-0.247
OR5H15	4	0.53827	0.69847	0.998684	13276	1	0.66961	0.33968	0.47757	1.0	8833	2	0.66961
CRK	4	0.53847	0.69862	0.998684	13277	1	1.363	0.10459	0.21042	0.980635	4155	2	1.363
ARHGAP6	4	0.5385	0.69864	0.998684	13278	1	0.24589	0.3496	0.4888	1.0	9049	2	0.24589
SEMA6A	4	0.53858	0.69871	0.998684	13279	1	2.5292	0.038022	0.093269	0.899725	2002	3	2.5292
MORC1	4	0.53876	0.69885	0.998684	13280	1	1.7825	0.084249	0.18503	0.959019	3727	2	1.7825
SERPINE3	4	0.53881	0.6989	0.998684	13281	2	-0.71627	0.8927	0.89289	1.0	16942	0	-0.71627
RUFY3	4	0.53905	0.69907	0.998684	13282	1	0.74713	0.31381	0.44844	1.0	8304	2	0.74713
IFNK	4	0.53919	0.69918	0.998684	13283	1	0.65988	0.079462	0.17596	0.959019	3541	2	0.65988
NEURL2	4	0.53925	0.69921	0.998684	13284	1	1.4798	0.075293	0.168	0.959019	3381	3	1.4798
AP1AR	4	0.53933	0.69929	0.998684	13285	1	-0.56424	0.55645	0.60328	1.0	11170	1	-0.56424
NDUFAF6	4	0.53936	0.69931	0.998684	13286	1	1.6751	0.041413	0.10035	0.913786	2125	3	1.6751
BCL2	4	0.53965	0.69952	0.998684	13287	2	2.5383	0.030713	0.077972	0.872744	1725	2	2.5383
ONECUT3	4	0.53997	0.69976	0.998684	13288	1	0.46427	0.11543	0.22291	0.985766	4368	2	0.46427
IL17C	4	0.54003	0.6998	0.998684	13289	1	0.37275	0.021188	0.057347	0.851102	1304	2	0.37275
GDAP1L1	4	0.54006	0.69982	0.998684	13290	1	0.092105	0.79046	0.79074	1.0	14803	0	0.092105
PXDC1	4	0.54023	0.69994	0.998684	13291	2	-0.65923	0.75765	0.7579	1.0	14183	1	-0.65923
LGALS4	4	0.54049	0.70014	0.998684	13292	1	2.332	0.025346	0.066363	0.859621	1489	3	2.332
CTAGE8	4	0.54052	0.70015	0.998684	13293	1	0.57308	0.11717	0.2249	0.985766	4413	2	0.57308
C11orf98	4	0.54058	0.70021	0.998684	13294	2	-0.13551	0.29541	0.42761	1.0	7930	1	-0.13551
FTH1P18	4	0.54072	0.7003	0.998684	13295	1	-0.22584	0.40078	0.51731	1.0	9559	1	-0.22584
OSBPL11	4	0.54078	0.70034	0.998684	13296	1	0.362	0.28449	0.41521	1.0	7684	2	0.362
ABCA6	4	0.54098	0.7005	0.998684	13297	1	0.59391	0.31424	0.4489	1.0	8322	2	0.59391
Non-TargetingControl166	4	0.54173	0.70108	0.998684	13298	2	-0.49703	0.88046	0.88074	1.0	16672	0	-0.49703
FAM83F	4	0.54187	0.70119	0.998684	13299	1	-0.1386	0.61278	0.64011	1.0	11875	1	-0.1386
B9D1	4	0.54196	0.70125	0.998684	13300	1	0.10294	0.76008	0.76029	1.0	14232	1	0.10294
MAP4K1	4	0.54216	0.7014	0.998684	13301	1	-0.028492	0.007186	0.02458	0.725296	656	1	-0.028492
OR6C1	4	0.54259	0.70172	0.998684	13302	1	0.76065	0.27082	0.39972	1.0	7409	2	0.76065
FFAR3	4	0.54279	0.70188	0.998684	13303	1	0.51335	0.23571	0.36015	1.0	6714	2	0.51335
MRC2	4	0.54285	0.70192	0.998684	13304	1	0.63121	0.079365	0.17577	0.959019	3536	2	0.63121
WBP2	4	0.54291	0.70196	0.998684	13305	1	-0.5687	0.55847	0.60456	1.0	11196	1	-0.5687
GLIS1	4	0.54309	0.7021	0.998684	13306	1	-0.26498	0.53977	0.59305	1.0	10972	1	-0.26498
ZNF705A	4	0.54322	0.70221	0.998684	13307	2	0.22818	0.26712	0.39552	1.0	7329	2	0.22818
HYPK	4	0.54328	0.70225	0.998684	13308	2	0.27527	0.31577	0.4506	1.0	8350	2	0.27527
PRDM10	4	0.54342	0.70237	0.998684	13309	1	5.2098	0.0062089	0.021377	0.700466	590	3	5.2098
IKZF3	4	0.54391	0.70275	0.998684	13310	1	1.165	0.12536	0.23427	0.992686	4569	2	1.165
DEFB1	4	0.54402	0.70283	0.998684	13311	1	0.46087	0.34874	0.4878	1.0	9033	2	0.46087
LOC101927844	4	0.54405	0.70285	0.998684	13312	2	-0.68199	0.83906	0.8394	1.0	15788	0	-0.68199
SLC41A2	4	0.54425	0.70301	0.998684	13313	1	0.98385	0.25185	0.37833	1.0	7018	2	0.98385
MAGEC3	4	0.54443	0.70314	0.998684	13314	1	-0.64098	0.84973	0.8501	1.0	16021	0	-0.64098
EMD	4	0.54471	0.70337	0.998684	13315	1	1.4783	0.052856	0.12369	0.929102	2571	3	1.4783
TOX2	4	0.5448	0.70343	0.998684	13316	1	-0.16356	0.050337	0.11859	0.922991	2481	1	-0.16356
SHOX	4	0.54483	0.70346	0.998684	13317	1	1.2446	0.1721	0.28769	1.0	5487	2	1.2446
MITD1	4	0.54488	0.70349	0.998684	13318	1	-0.16953	0.79609	0.79638	1.0	14931	0	-0.16953
SOX18	4	0.54508	0.70364	0.998684	13319	1	2.9518	0.027026	0.070022	0.863262	1568	2	2.9518
HDAC8	4	0.54517	0.70371	0.998684	13320	2	-0.61553	0.59784	0.62999	1.0	11681	1	-0.61553
KRT37	4	0.54546	0.70392	0.998684	13321	1	0.01543	0.54831	0.59827	1.0	11077	1	0.01543
CYP3A7	4	0.54566	0.70408	0.998684	13322	2	-0.50043	0.67388	0.68479	1.0	12765	1	-0.50043
PGBD5	4	0.5458	0.70418	0.998684	13323	1	0.045468	0.38637	0.51008	1.0	9429	1	0.045468
SP3	4	0.54588	0.70425	0.998684	13324	1	2.1682	0.05697	0.13194	0.930911	2736	2	2.1682
NRM	4	0.54597	0.70432	0.998684	13325	1	1.796	0.056137	0.1303	0.930911	2695	3	1.796
TP53INP2	4	0.54628	0.70456	0.998684	13326	2	0.16383	0.26837	0.39692	1.0	7354	2	0.16383
OR2T5	4	0.54634	0.70459	0.998684	13327	2	-0.387	0.63904	0.65864	1.0	12227	1	-0.387
C15orf57	4	0.54651	0.70473	0.998684	13328	1	1.0353	0.15428	0.26747	1.0	5146	2	1.0353
PHACTR1	4	0.5466	0.70479	0.998684	13329	2	2.3441	0.053884	0.12579	0.930454	2615	2	2.3441
CALB2	4	0.54674	0.7049	0.998684	13330	1	1.4951	0.13723	0.24793	0.99942	4803	2	1.4951
HMX3	4	0.54686	0.70498	0.998684	13331	1	2.245	0.053986	0.12598	0.930454	2619	2	2.245
GATA1	4	0.54697	0.70507	0.998684	13332	2	0.89886	0.15878	0.27256	1.0	5236	2	0.89886
C1orf210	4	0.54703	0.70511	0.998684	13333	2	-0.48694	0.53289	0.58896	1.0	10903	1	-0.48694
TAB3	4	0.54717	0.7052	0.998684	13334	2	-0.010622	0.35013	0.48938	1.0	9060	2	-0.010622
SLC39A11	4	0.54725	0.70527	0.998684	13335	1	-0.1217	0.59839	0.63034	1.0	11691	1	-0.1217
NLRP6	4	0.54734	0.70534	0.998684	13336	1	1.3185	0.13199	0.2419	0.99586	4702	2	1.3185
ANK1	4	0.5474	0.70538	0.998684	13337	1	1.1089	0.13612	0.24667	0.999245	4778	2	1.1089
YEATS4	4	0.54765	0.70557	0.998684	13338	2	-0.31219	0.35644	0.49573	1.0	9180	1	-0.31219
Non-TargetingControl247	4	0.54822	0.70597	0.998684	13339	1	0.16135	0.57133	0.61274	1.0	11357	1	0.16135
CXCL3	4	0.54871	0.70632	0.998684	13340	2	0.80117	0.14783	0.26016	1.0	5029	2	0.80117
ARG2	4	0.54893	0.70649	0.998684	13341	1	-0.52358	0.88053	0.88081	1.0	16674	0	-0.52358
STYX	4	0.54908	0.70659	0.998684	13342	1	0.78439	0.25881	0.38613	1.0	7155	2	0.78439
FAM50B	4	0.54922	0.70671	0.998684	13343	1	-0.22464	0.75227	0.75274	1.0	14082	1	-0.22464
SLC22A11	4	0.5497	0.70707	0.998684	13344	1	1.4237	0.16763	0.28257	1.0	5402	2	1.4237
APLP1	4	0.54984	0.70717	0.998684	13345	1	-0.035571	0.42874	0.53134	1.0	9807	1	-0.035571
FAM170A	4	0.54999	0.70728	0.998684	13346	2	-0.65463	0.41753	0.52565	1.0	9707	1	-0.65463
TUBA8	4	0.55007	0.70735	0.998684	13347	1	0.16991	0.35298	0.49255	1.0	9127	2	0.16991
ETV5	4	0.55016	0.70741	0.998684	13348	2	-0.22856	0.81291	0.81325	1.0	15254	0	-0.22856
LAMC1	4	0.55052	0.70769	0.998684	13349	2	-0.080329	0.41404	0.52388	1.0	9675	1	-0.080329
ZNF426	4	0.55095	0.70801	0.998684	13350	1	3.7567	0.027876	0.0719	0.865676	1604	3	3.7567
COMMD3-BMI1	4	0.55098	0.70803	0.998684	13351	2	-0.3107	0.026058	0.067915	0.861805	1526	1	-0.3107
GLYATL1	4	0.55109	0.70812	0.998684	13352	2	-0.21857	0.42048	0.52714	1.0	9730	1	-0.21857
FGFBP1	4	0.5512	0.70822	0.998684	13353	2	-0.54187	0.67348	0.68447	1.0	12762	1	-0.54187
RGL1	4	0.55132	0.70831	0.998684	13354	1	-0.13361	0.7397	0.74092	1.0	13856	1	-0.13361
COX6C	4	0.5518	0.70865	0.998684	13355	1	1.9521	0.087955	0.19115	0.96731	3818	2	1.9521
NPC1L1	4	0.55183	0.70867	0.998684	13356	2	-0.078166	0.34457	0.48309	1.0	8943	2	-0.078166
PET100	4	0.552	0.70878	0.998684	13357	1	2.0957	0.031621	0.079893	0.876453	1764	3	2.0957
SLC9A9	4	0.55203	0.70881	0.998684	13358	1	0.6979	0.45024	0.54258	1.0	10023	1	0.6979
PROSC	4	0.55211	0.70887	0.998684	13359	1	0.22179	0.56675	0.60981	1.0	11294	1	0.22179
DACT2	4	0.55219	0.70892	0.998684	13360	2	-0.76847	0.69683	0.7034	1.0	13089	1	-0.76847
TMEM125	4	0.55236	0.70905	0.998684	13361	1	0.076579	0.34091	0.47897	1.0	8859	2	0.076579
PRSS55	4	0.55239	0.70907	0.998684	13362	1	-0.014385	0.27029	0.39912	1.0	7395	1	-0.014385
ARHGDIG	4	0.55253	0.70918	0.998684	13363	1	4.6828	0.0046216	0.016159	0.672421	458	3	4.6828
ZNF397	4	0.55256	0.7092	0.998684	13364	2	0.024442	0.15496	0.26824	1.0	5159	1	0.024442
FXYD1	4	0.5527	0.70931	0.998684	13365	2	-0.039521	0.0034305	0.012159	0.647952	361	1	-0.039521
SPAG4	4	0.55284	0.70941	0.998684	13366	1	1.0444	0.12348	0.23216	0.990198	4538	2	1.0444
GCHFR	4	0.55321	0.70969	0.998684	13367	1	2.2722	0.033499	0.083909	0.884132	1837	3	2.2722
HACL1	4	0.55364	0.71002	0.998684	13368	1	-0.30727	0.60189	0.63273	1.0	11728	1	-0.30727
TMOD2	4	0.55366	0.71004	0.998684	13369	1	2.5994	0.019762	0.054187	0.836121	1254	3	2.5994
RNF212B	4	0.55395	0.71025	0.998684	13370	1	0.97799	0.073923	0.16539	0.958851	3330	3	0.97799
CYP39A1	4	0.55409	0.71035	0.998684	13371	1	1.2869	0.10547	0.21147	0.981306	4169	2	1.2869
ZNF200	4	0.55434	0.71057	0.998684	13372	1	-0.085362	0.54474	0.59606	1.0	11030	1	-0.085362
Non-TargetingControl155	4	0.55445	0.71066	0.998684	13373	1	-0.39637	0.87272	0.87301	1.0	16516	0	-0.39637
SAP130	4	0.55448	0.71069	0.998684	13374	2	-0.38464	0.37189	0.50302	1.0	9311	1	-0.38464
ZMYND12	4	0.55459	0.71077	0.998684	13375	1	-0.29993	0.84268	0.84301	1.0	15866	0	-0.29993
CAMTA1	4	0.55473	0.71086	0.998684	13376	2	3.3266	0.0094814	0.031092	0.762896	788	2	3.3266
APOC2	4	0.55476	0.71087	0.998684	13377	1	3.4053	0.029537	0.075439	0.869117	1678	3	3.4053
C5orf66	4	0.5549	0.71099	0.998684	13378	1	0.23151	0.7871	0.78742	1.0	14739	0	0.23151
ZNF784	4	0.55493	0.71101	0.998684	13379	1	-0.1273	0.53997	0.59317	1.0	10974	1	-0.1273
C17orf107	4	0.55499	0.71105	0.998684	13380	1	0.47639	0.39151	0.51261	1.0	9480	1	0.47639
SPTSSA	4	0.55502	0.71108	0.998684	13381	1	0.26923	0.29629	0.42862	1.0	7946	2	0.26923
GRP	4	0.55513	0.71116	0.998684	13382	2	-0.074039	0.22221	0.34488	1.0	6447	1	-0.074039
FTSJ2	4	0.55558	0.71153	0.998684	13383	2	0.15727	0.41193	0.52284	1.0	9651	1	0.15727
