"ID","Description","NES","pvalue","p.adjust","GeneRatio","BgRatio","geneID","geneName","Count","BG","Study","Freq","total_study","celltype","regulators","-log10(Padj)"
"GOBP_REGULATION_OF_JNK_CASCADE","REGULATION OF JNK CASCADE",1.52863918216299,0.00092545993691112,0.0253655803303086,"5/92","141/17332","4055/8737/3301/1540/1490","LTBR/RIPK1/DNAJA1/CYLD/CCN2",5,141,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5957551971602
"GOBP_REGULATION_OF_MRNA_METABOLIC_PROCESS","REGULATION OF MRNA METABOLIC PROCESS
",1.23053955389128,0.000944661609019034,0.0253655803303086,"7/92","293/17332","10657/1859/23019/10492/9924/123169/59284","KHDRBS1/DYRK1A/CNOT1/SYNCRIP/PAN2/LEO1/CACNG7",7,293,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5957551971602
"GOBP_CAMP_CATABOLIC_PROCESS","CAMP CATABOLIC PROCESS",0.3789291416276,0.000979328184876347,0.0253655803303086,"2/92","9/17332","10846/5142","PDE10A/PDE4B",2,9,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5957551971602
"GOBP_PEPTIDYL_SERINE_AUTOPHOSPHORYLATION","PEPTIDYL SERINE AUTOPHOSPHORYLATION",1.04584443089217,0.000979328184876347,0.0253655803303086,"2/92","9/17332","8737/1859","RIPK1/DYRK1A",2,9,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5957551971602
"GOBP_REGULATION_OF_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING","REGULATION OF SMOOTHENED SIGNALING PATHWAY
 INVOLVED IN DORSAL VENTRAL NEURAL
 TUBE PATTERNING",0.583550878106503,0.000979328184876347,0.0253655803303086,"2/92","9/17332","5567/5566","PRKACB/PRKACA",2,9,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5957551971602
"REACTOME_9010642","ROBO receptors bind AKAP5",0.583550878106503,0.000979328184876347,0.0253655803303086,"2/92","9/17332","5567/5566","PRKACB/PRKACA",2,9,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5957551971602
"REACTOME_9686347","Microbial modulation of RIPK1-mediated regulated
 necrosis",0.863958442910927,0.000979328184876347,0.0253655803303086,"2/92","9/17332","8737/841","RIPK1/CASP8",2,9,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5957551971602
"REACTOME_168638","NOD1/2 Signaling Pathway",0.663725835426572,0.000986817172729694,0.0253655803303086,"3/92","37/17332","1540/841/7128","CYLD/CASP8/TNFAIP3",3,37,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5957551971602
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_BINDING","POSITIVE REGULATION OF PROTEIN BINDING
",0.660501554123295,0.000991950068783018,0.0253655803303086,"4/92","83/17332","3326/10211/348/2641","HSP90AB1/FLOT1/APOE/GCG",4,83,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5957551971602
"PID_FAS_PATHWAY","FAS PATHWAY",1.15346528680929,0.0010673048883913,0.027016828790996,"3/92","38/17332","8737/8772/841","RIPK1/FADD/CASP8",3,38,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.56836562938496
"KEGG_hsa04911","Insulin secretion",0.706449488323176,0.00113252688793591,0.0282380041696243,"4/92","86/17332","5567/54795/5566/2641","PRKACB/TRPM4/PRKACA/GCG",4,86,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.54916600198106
"GOBP_CELLULAR_RESPONSE_TO_CARBOHYDRATE_STIMULUS","CELLULAR RESPONSE TO CARBOHYDRATE STIMULUS
",0.85099500862682,0.00114935212502062,0.0282380041696243,"5/92","148/17332","54795/5566/7447/3383/2641","TRPM4/PRKACA/VSNL1/ICAM1/GCG",5,148,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.54916600198106
"GOBP_PLACENTA_DEVELOPMENT","PLACENTA DEVELOPMENT",1.04010501054389,0.00114935212502062,0.0282380041696243,"5/92","148/17332","6670/1027/3326/841/4853","SP3/CDKN1B/HSP90AB1/CASP8/NOTCH2",5,148,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.54916600198106
"KEGG_hsa05166","Human T-cell leukemia virus 1
 infection",1.61158582837094,0.00117742637927728,0.028646898121057,"6/92","222/17332","4055/3716/7132/5567/5566/3383","LTBR/JAK1/TNFRSF1A/PRKACB/PRKACA/ICAM1",6,222,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.5429223964484
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY","REGULATION OF TOLL LIKE RECEPTOR
 3 SIGNALING PATHWAY",0.394086307292703,0.00121993357510715,0.0291157479925573,"2/92","10/17332","10211/7128","FLOT1/TNFAIP3",2,10,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.53587204825328
"GOBP_VIRION_ATTACHMENT_TO_HOST_CELL","VIRION ATTACHMENT TO HOST CELL
",0.591129460939055,0.00121993357510715,0.0291157479925573,"2/92","10/17332","3326/3383","HSP90AB1/ICAM1",2,10,"2022_CellReportMedicine_Zhang_D10_NK",2,14,"NKcells","pos",1.53587204825328
"GOBP_CELLULAR_GLUCOSE_HOMEOSTASIS","CELLULAR GLUCOSE HOMEOSTASIS",0.85099500862682,0.00141110005821435,0.0328849429970655,"5/92","155/17332","54795/5566/7447/3383/2641","TRPM4/PRKACA/VSNL1/ICAM1/GCG",5,155,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.48300290661243
"GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE","REGULATION OF INNATE IMMUNE RESPONSE
",1.24043272850369,0.00141112989286554,0.0328849429970655,"6/92","230/17332","8772/3326/841/11140/348/7128","FADD/HSP90AB1/CASP8/CDC37/APOE/TNFAIP3",6,230,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.48300290661243
"GOBP_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY","REGULATION OF TYPE I INTERFERON
 MEDIATED SIGNALING PATHWAY",1.03103042396361,0.00143035067305672,0.0328849429970655,"3/92","42/17332","8772/3326/11140","FADD/HSP90AB1/CDC37",3,42,"2022_CellReportMedicine_Zhang_D10_NK",2,14,"NKcells","pos",1.48300290661243
"REACTOME_381676","Glucagon-like Peptide-1 (GLP1) regulates insulin
 secretion",0.592842493779074,0.00143035067305672,0.0328849429970655,"3/92","42/17332","5567/5566/2641","PRKACB/PRKACA/GCG",3,42,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.48300290661243
"GOBP_CELLULAR_RESPONSE_TO_EPINEPHRINE_STIMULUS","CELLULAR RESPONSE TO EPINEPHRINE STIMULUS
",0.485029301283327,0.00148588388136235,0.033714900339027,"2/92","11/17332","5566/5142","PRKACA/PDE4B",2,11,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.47217811975642
"KEGG_hsa05160","Hepatitis C",1.56541057142465,0.00149335751701197,0.033714900339027,"5/92","157/17332","8737/3716/8772/7132/841","RIPK1/JAK1/FADD/TNFRSF1A/CASP8",5,157,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.47217811975642
"GOBP_MRNA_CATABOLIC_PROCESS","MRNA CATABOLIC PROCESS",0.888814002313668,0.00157421734618464,0.0349244491240383,"6/92","235/17332","23019/55571/10492/56006/9924/59284","CNOT1/CNOT11/SYNCRIP/SMG9/PAN2/CACNG7",6,235,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.45687043544362
"KEGG_hsa04657","IL-17 signaling pathway",0.918958683997628,0.00157480556704562,0.0349244491240383,"4/92","94/17332","8772/3326/841/7128","FADD/HSP90AB1/CASP8/TNFAIP3",4,94,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.45687043544362
"PID_HNF3A_PATHWAY","HNF3A PATHWAY",0.637950074827482,0.00163755690523019,0.0358102493685794,"3/92","44/17332","6667/1027/2641","SP1/CDKN1B/GCG",3,44,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.44599265472055
"GOBP_NEGATIVE_REGULATION_OF_KINASE_ACTIVITY","NEGATIVE REGULATION OF KINASE ACTIVITY
",1.0792741456666,0.00164332748499068,0.0358102493685794,"6/92","237/17332","3301/1027/348/7128/7023/25998","DNAJA1/CDKN1B/APOE/TNFAIP3/TFAP4/IBTK",6,237,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.44599265472055
"GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION","REGULATION OF STRIATED MUSCLE CONTRACTION
",0.626040603473384,0.00170175997324033,0.0367638835598299,"4/92","96/17332","54795/5566/1490/5142","TRPM4/PRKACA/CCN2/PDE4B",4,96,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.43457861808248
"GOBP_ADHESION_OF_SYMBIONT_TO_HOST_CELL","ADHESION OF SYMBIONT TO HOST
 CELL",0.591129460939055,0.0017769091512539,0.0374196162440526,"2/92","12/17332","3326/3383","HSP90AB1/ICAM1",2,12,"2022_CellReportMedicine_Zhang_D10_NK",2,14,"NKcells","pos",1.42690067070947
"GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING","SMOOTHENED SIGNALING PATHWAY INVOLVED IN
 DORSAL VENTRAL NEURAL TUBE PATTERNING
",0.583550878106503,0.0017769091512539,0.0374196162440526,"2/92","12/17332","5567/5566","PRKACB/PRKACA",2,12,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.42690067070947
"REACTOME_9634600","Regulation of glycolysis by fructose
 2,6-bisphosphate metabolism",0.583550878106503,0.0017769091512539,0.0374196162440526,"2/92","12/17332","5567/5566","PRKACB/PRKACA",2,12,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.42690067070947
"GOBP_CALCIUM_ION_TRANSPORT","CALCIUM ION TRANSPORT",0.988074889341101,0.00186221694668325,0.0382602959285855,"8/92","424/17332","7779/54795/5566/1490/25998/5142/59284/2641","SLC30A1/TRPM4/PRKACA/CCN2/IBTK/PDE4B/CACNG7/GCG",8,424,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.41725167519595
"BIOCARTA_KERATINOCYTE_PATHWAY","KERATINOCYTE PATHWAY",1.15346528680929,0.00186263212421685,0.0382602959285855,"3/92","46/17332","8737/7132/6667","RIPK1/TNFRSF1A/SP1",3,46,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.41725167519595
"GOBP_RESPONSE_TO_ANTIBIOTIC","RESPONSE TO ANTIBIOTIC",0.889263740668611,0.00186263212421685,0.0382602959285855,"3/92","46/17332","3716/1027/841","JAK1/CDKN1B/CASP8",3,46,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.41725167519595
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS","POSITIVE REGULATION OF CELLULAR AMIDE
 METABOLIC PROCESS",1.19244362319931,0.0019586507962121,0.0394205245156592,"5/92","167/17332","7555/10657/6667/10492/63935","CNBP/KHDRBS1/SP1/SYNCRIP/PCIF1",5,167,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.40427760144823
"GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION","POSITIVE REGULATION OF MYELOID CELL
 DIFFERENTIATION",1.18890279742193,0.00197669709707734,0.0394205245156592,"4/92","100/17332","8737/8772/841/4853","RIPK1/FADD/CASP8/NOTCH2",4,100,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.40427760144823
"GOBP_RIBONUCLEOTIDE_CATABOLIC_PROCESS","RIBONUCLEOTIDE CATABOLIC PROCESS",0.676613715726117,0.00198203754548007,0.0394205245156592,"3/92","47/17332","1806/10846/5142","DPYD/PDE10A/PDE4B",3,47,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.40427760144823
"REACTOME_6783783","Interleukin-10 signaling",1.02458648381383,0.00198203754548007,0.0394205245156592,"3/92","47/17332","3716/7132/3383","JAK1/TNFRSF1A/ICAM1",3,47,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.40427760144823
"GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR","RESPONSE TO TUMOR NECROSIS FACTOR
",1.30391944295467,0.00206563793904652,0.0403416174941041,"6/92","248/17332","8737/7132/1540/841/965/7128","RIPK1/TNFRSF1A/CYLD/CASP8/CD58/TNFAIP3",6,248,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.39424669276973
"GOBP_CYCLIC_NUCLEOTIDE_CATABOLIC_PROCESS","CYCLIC NUCLEOTIDE CATABOLIC PROCESS",0.3789291416276,0.00209274153002136,0.0403416174941041,"2/92","13/17332","10846/5142","PDE10A/PDE4B",2,13,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.39424669276973
"GOBP_T_CELL_EXTRAVASATION","T CELL EXTRAVASATION",0.795751197417959,0.00209274153002136,0.0403416174941041,"2/92","13/17332","8772/3383","FADD/ICAM1",2,13,"2022_CellReportMedicine_Zhang_D10_NK",2,14,"NKcells","pos",1.39424669276973
"GOBP_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY","TRAIL ACTIVATED APOPTOTIC SIGNALING PATHWAY
",0.719965369092439,0.00209274153002136,0.0403416174941041,"2/92","13/17332","8772/841","FADD/CASP8",2,13,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.39424669276973
"KEGG_hsa04914","Progesterone-mediated oocyte maturation",0.850036782697806,0.00212506675512181,0.0403440703661761,"4/92","102/17332","5567/3326/5566/2773","PRKACB/HSP90AB1/PRKACA/GNAI3",4,102,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.39422028737283
"KEGG_hsa05142","Chagas disease",1.01085455239739,0.00212506675512181,0.0403440703661761,"4/92","102/17332","8772/7132/841/2773","FADD/TNFRSF1A/CASP8/GNAI3",4,102,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.39422028737283
"GOBP_REGULATION_OF_CELL_KILLING","REGULATION OF CELL KILLING",1.07977645369721,0.00220206096973813,0.0408808285380463,"4/92","103/17332","8772/51571/3326/3383","FADD/CYRIB/HSP90AB1/ICAM1",4,103,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.38848031087102
"KEGG_hsa05164","Influenza A",1.33427612463711,0.00222742726505059,0.0408808285380463,"5/92","172/17332","3716/8772/7132/841/3383","JAK1/FADD/TNFRSF1A/CASP8/ICAM1",5,172,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.38848031087102
"GOBP_MACROPHAGE_DIFFERENTIATION","MACROPHAGE DIFFERENTIATION",1.15346528680929,0.00223490563037205,0.0408808285380463,"3/92","49/17332","8737/8772/841","RIPK1/FADD/CASP8",3,49,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.38848031087102
"GOBP_PROTEIN_LIPID_COMPLEX_SUBUNIT_ORGANIZATION","PROTEIN LIPID COMPLEX SUBUNIT ORGANIZATION
",0.73460917707407,0.00223490563037205,0.0408808285380463,"3/92","49/17332","5567/5566/348","PRKACB/PRKACA/APOE",3,49,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.38848031087102
"KEGG_hsa05030","Cocaine addiction",0.70883341647498,0.00223490563037205,0.0408808285380463,"3/92","49/17332","5567/5566/2773","PRKACB/PRKACA/GNAI3",3,49,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.38848031087102
"GOBP_REGULATION_OF_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS","REGULATION OF INSULIN SECRETION INVOLVED
 IN CELLULAR RESPONSE TO GLUCOSE
 STIMULUS",0.502627331682258,0.00236849281115966,0.04293934371223,"3/92","50/17332","54795/7447/2641","TRPM4/VSNL1/GCG",3,50,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.36714459763464
"GOBP_JNK_CASCADE","JNK CASCADE",1.52863918216299,0.00240106696555398,0.04293934371223,"5/92","175/17332","4055/8737/3301/1540/1490","LTBR/RIPK1/DNAJA1/CYLD/CCN2",5,175,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.36714459763464
"GOBP_EXTRACELLULAR_MATRIX_CONSTITUENT_SECRETION","EXTRACELLULAR MATRIX CONSTITUENT SECRETION",0.469872135618223,0.00243311524626363,0.04293934371223,"2/92","14/17332","7132/1490","TNFRSF1A/CCN2",2,14,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.36714459763464
"GOBP_RESPONSE_TO_EPINEPHRINE","RESPONSE TO EPINEPHRINE",0.485029301283327,0.00243311524626363,0.04293934371223,"2/92","14/17332","5566/5142","PRKACA/PDE4B",2,14,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.36714459763464
"REACTOME_442720","CREB1 phosphorylation through the activation
 of Adenylate Cyclase",0.583550878106503,0.00243311524626363,0.04293934371223,"2/92","14/17332","5567/5566","PRKACB/PRKACA",2,14,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.36714459763464
"GOBP_NEGATIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING","NEGATIVE REGULATION OF I KAPPAB
 KINASE NF KAPPAB SIGNALING",0.908595561117928,0.00250692950343592,0.0433266574869684,"3/92","51/17332","8737/841/7128","RIPK1/CASP8/TNFAIP3",3,51,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.36324481410337
"GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS","PURINE CONTAINING COMPOUND CATABOLIC PROCESS
",0.676613715726117,0.00250692950343592,0.0433266574869684,"3/92","51/17332","1806/10846/5142","DPYD/PDE10A/PDE4B",3,51,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.36324481410337
"PID_CASPASE_PATHWAY","CASPASE PATHWAY",1.04391830426315,0.00250692950343592,0.0433266574869684,"3/92","51/17332","8737/7132/841","RIPK1/TNFRSF1A/CASP8",3,51,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.36324481410337
"KEGG_hsa04922","Glucagon signaling pathway",0.82131932382288,0.00252932290661202,0.0434142685203406,"4/92","107/17332","5567/5214/5566/2641","PRKACB/PFKP/PRKACA/GCG",4,107,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.36236751193385
"GOBP_RESPONSE_TO_CATECHOLAMINE","RESPONSE TO CATECHOLAMINE",0.746653930748073,0.00261607792676519,0.0445978998943781,"4/92","108/17332","26538/5566/5142/2773","OR10H2/PRKACA/PDE4B/GNAI3",4,108,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.35068559164116
"GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION","POSITIVE REGULATION OF CYTOPLASMIC TRANSLATION
",0.803329780250511,0.00279776659776056,0.0470550543220668,"2/92","15/17332","7555/10492","CNBP/SYNCRIP",2,15,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.32739372088093
"GOBP_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT","REGULATION OF NUCLEOBASE CONTAINING COMPOUND
 TRANSPORT",1.1519445905479,0.00279776659776056,0.0470550543220668,"2/92","15/17332","8737/10657","RIPK1/KHDRBS1",2,15,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.32739372088093
"GOBP_T_CELL_MEDIATED_IMMUNITY","T CELL MEDIATED IMMUNITY",1.03957201127232,0.00298355887275651,0.0495152220869392,"4/92","112/17332","8772/51571/54795/3383","FADD/CYRIB/TRPM4/ICAM1",4,112,"2022_CellReportMedicine_Zhang_D10_NK",2,14,"NKcells","pos",1.30526126870093
"KEGG_hsa05145","Toxoplasmosis",1.0453155030473,0.00298355887275651,0.0495152220869392,"4/92","112/17332","3716/7132/841/2773","JAK1/TNFRSF1A/CASP8/GNAI3",4,112,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.30526126870093
"BIOCARTA_SHH_PATHWAY","SHH PATHWAY",0.659336706432023,0.00318643393738372,0.0515174415940878,"2/92","16/17332","5567/1859","PRKACB/DYRK1A",2,16,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.2880457125962
"GOBP_ADHESION_OF_SYMBIONT_TO_HOST","ADHESION OF SYMBIONT TO HOST
",0.591129460939055,0.00318643393738372,0.0515174415940878,"2/92","16/17332","3326/3383","HSP90AB1/ICAM1",2,16,"2022_CellReportMedicine_Zhang_D10_NK",2,14,"NKcells","pos",1.2880457125962
"GOBP_REGULATION_OF_RESPONSE_TO_INTERFERON_GAMMA","REGULATION OF RESPONSE TO INTERFERON
 GAMMA",0.719965369092439,0.00318643393738372,0.0515174415940878,"2/92","16/17332","3326/11140","HSP90AB1/CDC37",2,16,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.2880457125962
"REACTOME_392517","Rap1 signalling",0.583550878106503,0.00318643393738372,0.0515174415940878,"2/92","16/17332","5567/5566","PRKACB/PRKACA",2,16,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.2880457125962
"GOBP_NEGATIVE_REGULATION_OF_TRANSFERASE_ACTIVITY","NEGATIVE REGULATION OF TRANSFERASE ACTIVITY
",1.0792741456666,0.00326770330206187,0.0519260811321715,"6/92","272/17332","3301/1027/348/7128/7023/25998","DNAJA1/CDKN1B/APOE/TNFAIP3/TFAP4/IBTK",6,272,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.28461445242698
"GOBP_POSITIVE_REGULATION_OF_I_KAPPAB_KINASE_NF_KAPPAB_SIGNALING","POSITIVE REGULATION OF I KAPPAB
 KINASE NF KAPPAB SIGNALING",1.68623085042722,0.00326903261522345,0.0519260811321715,"5/92","188/17332","4055/8737/8772/7132/841","LTBR/RIPK1/FADD/TNFRSF1A/CASP8",5,188,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.28461445242698
"GOBP_AMYLOID_BETA_FORMATION","AMYLOID BETA FORMATION",0.889263740668611,0.00327387103706429,0.0519260811321715,"3/92","56/17332","6667/1859/348","SP1/DYRK1A/APOE",3,56,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.28461445242698
"KEGG_hsa04923","Regulation of lipolysis in adipocytes
",0.70883341647498,0.00344259590150891,0.0539196583073833,"3/92","57/17332","5567/5566/2773","PRKACB/PRKACA/GNAI3",3,57,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.26825286861829
"PID_SHP2_PATHWAY","SHP2 PATHWAY",0.953703142166336,0.00344259590150891,0.0539196583073833,"3/92","57/17332","3716/5566/2773","JAK1/PRKACA/GNAI3",3,57,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.26825286861829
"GOBP_INTERFERON_GAMMA_PRODUCTION","INTERFERON GAMMA PRODUCTION",0.993624077072435,0.00349067743552481,0.053997763292748,"4/92","117/17332","8772/51571/11119/5142","FADD/CYRIB/BTN3A1/PDE4B",4,117,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.26762422924621
"GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION","REGULATION OF MYELOID LEUKOCYTE DIFFERENTIATION
",1.18890279742193,0.00349067743552481,0.053997763292748,"4/92","117/17332","8737/8772/841/4853","RIPK1/FADD/CASP8/NOTCH2",4,117,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.26762422924621
"BIOCARTA_TNFR2_PATHWAY","TNFR2 PATHWAY",0.841222694413271,0.00359885765909612,0.0543297427331017,"2/92","17/17332","8737/7128","RIPK1/TNFAIP3",2,17,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.26496235147022
"GOBP_POSITIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION","POSITIVE REGULATION BY HOST OF
 VIRAL TRANSCRIPTION",0.644179540766919,0.00359885765909612,0.0543297427331017,"2/92","17/17332","6667/7023","SP1/TFAP4",2,17,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.26496235147022
"GOBP_RESPONSE_TO_HYDROPEROXIDE","RESPONSE TO HYDROPEROXIDE",0.719965369092439,0.00359885765909612,0.0543297427331017,"2/92","17/17332","6667/7515","SP1/XRCC1",2,17,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.26496235147022
"REACTOME_164378","PKA activation in glucagon signalling
",0.583550878106503,0.00359885765909612,0.0543297427331017,"2/92","17/17332","5567/5566","PRKACB/PRKACA",2,17,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.26496235147022
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS","NEGATIVE REGULATION OF CELLULAR AMIDE
 METABOLIC PROCESS",0.937649936506727,0.00363635463058523,0.0545670940374047,"6/92","278/17332","23019/55571/10492/348/63935/9924","CNOT1/CNOT11/SYNCRIP/APOE/PCIF1/PAN2",6,278,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.26306917389001
"KEGG_hsa05167","Kaposi sarcoma-associated herpesvirus infection",1.33427612463711,0.00373772400677277,0.0557543831010271,"5/92","194/17332","3716/8772/7132/841/3383","JAK1/FADD/TNFRSF1A/CASP8/ICAM1",5,194,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.25372098510914
"GOBP_INSULIN_SECRETION_INVOLVED_IN_CELLULAR_RESPONSE_TO_GLUCOSE_STIMULUS","INSULIN SECRETION INVOLVED IN CELLULAR
 RESPONSE TO GLUCOSE STIMULUS",0.502627331682258,0.00379579932938373,0.055954547761386,"3/92","59/17332","54795/7447/2641","TRPM4/VSNL1/GCG",3,59,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.25216460998621
"GOBP_RESPONSE_TO_CADMIUM_ION","RESPONSE TO CADMIUM ION",0.998810723214744,0.00379579932938373,0.055954547761386,"3/92","59/17332","7779/1027/4520","SLC30A1/CDKN1B/MTF1",3,59,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.25216460998621
"GOBP_RNA_CATABOLIC_PROCESS","RNA CATABOLIC PROCESS",0.888814002313668,0.00389876990163767,0.0571363589093802,"6/92","282/17332","23019/55571/10492/56006/9924/59284","CNOT1/CNOT11/SYNCRIP/SMG9/PAN2/CACNG7",6,282,"2022_CellReportMedicine_Zhang_D10_NK",1,14,"NKcells","pos",1.24308743906613
