id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Nhlrc4	4	0.9008	0.86063	1.0	17556	1	-0.3729	0.37595	0.48279	1.0	8683	1	3.4351
Pde7a	4	0.9009	0.86139	1.0	17557	1	-0.36455	0.090305	0.15474	0.920867	3338	2	3.8062
Asb6	4	0.90101	0.86177	1.0	17558	1	-0.22965	0.11572	0.18598	0.962199	3953	2	3.1916
Ap5b1	4	0.9011	0.86215	1.0	17559	1	-0.29575	0.0077728	0.018411	0.717831	516	3	4.2243
Kdm4d	4	0.90112	0.86215	1.0	17560	1	-0.38883	0.51456	0.56672	1.0	10437	1	2.4886
Edaradd	4	0.90114	0.86215	1.0	17561	1	-0.43107	0.40449	0.49176	1.0	9000	1	2.9313
Tubb2a	4	0.90122	0.86215	1.0	17562	1	-0.14004	0.45791	0.52034	1.0	9666	1	3.0503
1600014C23Rik	4	0.90125	0.86215	1.0	17563	1	-0.53462	0.31373	0.44809	1.0	8019	1	3.7347
Mcpt1	4	0.90128	0.86215	1.0	17564	1	-0.31256	0.043794	0.10081	0.920867	2005	3	2.0089
Plod1	4	0.90132	0.86215	1.0	17565	1	-0.57521	0.113	0.18431	0.962199	3893	2	3.3835
Plxna4	3	0.90143	0.86019	1.0	17566	0	0	0.5281	0.55236	1.0	10625	1	2.3202
Chst9	4	0.90153	0.86289	1.0	17567	1	-0.61194	0.29358	0.43619	1.0	7810	1	4.2078
Lrrc75b	4	0.90156	0.86289	1.0	17568	1	-0.36597	0.68677	0.72344	1.0	13181	1	1.7866
Tex9	3	0.90165	0.86101	1.0	17569	0	0	0.37801	0.41535	1.0	8702	1	2.9007
Lce3c	4	0.90173	0.86327	1.0	17570	1	-0.49479	0.40828	0.49478	1.0	9045	1	3.3777
Dffb	3	0.90173	0.86101	1.0	17571	0	0	0.0096347	0.02818	0.88656	599	2	4.1561
1700029J07Rik	4	0.90176	0.86365	1.0	17572	1	-0.048409	0.75131	0.78701	1.0	14411	0	0
Olfr1	4	0.90188	0.86365	1.0	17573	1	-0.097902	0.22883	0.3561	1.0	6508	2	3.0279
Zfp46	4	0.90196	0.86365	1.0	17574	1	-0.61831	0.85841	0.89538	1.0	16514	0	0
Olfr1234	4	0.90196	0.86365	1.0	17575	1	-0.28047	0.76534	0.79842	1.0	14720	0	0
Smim15	4	0.90201	0.86365	1.0	17576	1	-0.47411	0.095631	0.15702	0.921431	3462	2	3.1958
Olfr1168	3	0.90205	0.86101	1.0	17577	0	0	0.099659	0.15444	0.920867	3568	1	5.7093
Smarcad1	4	0.90208	0.86365	1.0	17578	1	-0.23858	0.27015	0.41332	1.0	7459	2	2.2943
Abr	4	0.90216	0.86365	1.0	17579	1	-0.44804	0.10109	0.1682	0.949443	3603	2	2.9061
Golim4	4	0.90218	0.86365	1.0	17580	1	-0.40907	0.16789	0.26026	1.0	5158	2	3.1016
Esp36	4	0.90223	0.86365	1.0	17581	1	-0.55543	0.35597	0.47374	1.0	8474	1	3.1535
Camkk1	4	0.90223	0.86365	1.0	17582	1	-0.55543	0.56536	0.60155	1.0	11162	1	2.4918
Vmn1r232	4	0.90226	0.86365	1.0	17583	1	-0.20571	0.20724	0.32649	1.0	6017	2	3.3526
Keg1	4	0.90228	0.86365	1.0	17584	1	-0.38358	0.064516	0.13319	0.920867	2713	2	4.5122
Defb43	4	0.90237	0.86365	1.0	17585	1	-0.62559	0.16113	0.249	1.0	5008	1	4.1042
Rab27b	4	0.90247	0.86365	1.0	17586	1	-0.23678	0.4649	0.52485	1.0	9746	1	2.9826
Ovol2	4	0.90259	0.86365	1.0	17587	1	-0.50614	0.25992	0.39769	1.0	7209	2	2.2822
Prkd1	4	0.90259	0.86365	1.0	17588	1	-0.50614	0.62342	0.65421	1.0	12106	1	2.0647
Dock8	4	0.90272	0.86401	1.0	17589	1	-0.45496	0.24773	0.37465	1.0	6930	1	4.1368
4933430I17Rik	3	0.90274	0.86101	1.0	17590	0	0	0.58325	0.61842	1.0	11422	1	1.5857
Nucb2	4	0.90275	0.86436	1.0	17591	1	-0.63398	0.053011	0.12382	0.920867	2350	3	2.5631
Lrrk2	4	0.90279	0.86436	1.0	17592	1	-0.29843	0.099632	0.16662	0.947231	3567	1	6.0031
Sdcbp	4	0.9028	0.86436	1.0	17593	1	-0.26948	0.11491	0.18598	0.962199	3935	1	5.5353
Grcc10	4	0.90308	0.86436	1.0	17594	1	-0.18377	0.10338	0.17138	0.951228	3663	1	4.4549
Cnnm3	4	0.90311	0.86436	1.0	17595	1	-0.68598	0.028091	0.062918	0.904148	1390	2	4.4135
Cldn4	4	0.90318	0.86436	1.0	17596	1	-0.49326	0.18922	0.30675	1.0	5615	2	2.3306
Foxd2	4	0.90322	0.86436	1.0	17597	1	-0.37088	0.0048129	0.015455	0.716024	382	3	3.7025
Apol7b	4	0.90327	0.86436	1.0	17598	1	-0.65529	0.05112	0.12087	0.920867	2284	3	2.8646
S100a14	4	0.90327	0.86436	1.0	17599	1	-0.65529	0.46339	0.52484	1.0	9735	1	2.7546
Mettl15	4	0.90327	0.86436	1.0	17600	1	-0.65529	0.78293	0.81855	1.0	15049	0	0
1700019L03Rik	4	0.90334	0.86436	1.0	17601	1	-0.66912	0.36014	0.47525	1.0	8522	1	3.278
Gldn	4	0.90338	0.86436	1.0	17602	1	-0.43767	0.20067	0.31606	1.0	5867	2	3.0698
Dbpht2	2	0.9035	0.88195	1.0	17603	0	0	0.14896	0.18546	0.962199	4711	1	2.2873
Nanp	4	0.90352	0.8651	1.0	17604	1	-0.30032	0.35179	0.47374	1.0	8427	1	3.1173
Clybl	4	0.90355	0.8651	1.0	17605	1	-0.38317	0.0043767	0.014641	0.716024	354	2	6.563
Vmn1r22	3	0.90357	0.86349	1.0	17606	0	0	0.092168	0.13889	0.920867	3373	2	3.8456
Snx5	4	0.90361	0.8651	1.0	17607	1	-0.59012	0.17869	0.28181	1.0	5378	1	4.9812
Pank1	4	0.90369	0.8651	1.0	17608	1	-0.44404	0.16645	0.25513	1.0	5139	2	2.8417
Ssxb10	4	0.90388	0.8651	1.0	17609	1	-0.41471	0.042275	0.099846	0.920867	1941	2	3.6977
Clec2l	4	0.90388	0.8651	1.0	17610	1	-0.41471	0.63824	0.66771	1.0	12355	1	1.841
Esco1	3	0.90405	0.86596	1.0	17611	0	0	0.16998	0.27993	1.0	5212	1	4.686
Pomt2	4	0.90407	0.8651	1.0	17612	1	-0.40774	0.072904	0.14229	0.920867	2889	2	3.637
Spink4	4	0.9041	0.8651	1.0	17613	1	-0.32031	0.15335	0.23975	1.0	4834	2	2.7664
Unc5cl	4	0.90419	0.8651	1.0	17614	1	-0.56211	0.85131	0.88765	1.0	16376	0	0
Epb4.1l5	4	0.90423	0.8651	1.0	17615	1	-0.37484	0.48092	0.5398	1.0	9954	1	2.6725
Ovca2	4	0.90437	0.86662	1.0	17616	1	-0.45914	0.61921	0.64957	1.0	12038	1	1.8585
Ednra	4	0.90439	0.86662	1.0	17617	1	-0.39469	0.34725	0.47219	1.0	8372	1	3.6201
P2ry2	4	0.90449	0.86662	1.0	17618	1	-0.29363	0.046022	0.10669	0.920867	2088	3	3.1712
Rgs22	4	0.90459	0.86662	1.0	17619	1	-0.29897	0.23507	0.36086	1.0	6647	2	2.1117
Pcp4l1	4	0.90474	0.86662	1.0	17620	1	-0.32022	0.16073	0.249	1.0	5003	2	3.0652
Vmn1r198	4	0.90478	0.86662	1.0	17621	1	-0.44905	0.77928	0.81628	1.0	14981	0	0
Prl8a9	4	0.90481	0.86662	1.0	17622	1	-0.17402	0.25134	0.37591	1.0	7011	2	2.6557
Tmem159	4	0.90488	0.86662	1.0	17623	1	-0.37166	0.68484	0.72344	1.0	13140	1	1.8476
9430007A20Rik	4	0.90497	0.86662	1.0	17624	1	-0.39813	0.036839	0.085161	0.920867	1728	2	5.164
Ccl22	4	0.90499	0.86662	1.0	17625	1	-0.18105	0.16942	0.26335	1.0	5200	2	2.3633
Ppfia1	4	0.90504	0.86662	1.0	17626	1	-0.43952	0.2156	0.33392	1.0	6204	2	2.4482
Daglb	3	0.90509	0.86756	1.0	17627	0	0	0.13019	0.20608	1.0	4269	1	5.0418
Olfr516	4	0.9051	0.86733	1.0	17628	1	-0.23187	0.16388	0.25198	1.0	5076	2	2.1752
Tnfrsf10b	4	0.90513	0.86733	1.0	17629	1	-0.29013	0.21085	0.32985	1.0	6107	2	3.4963
D8Ertd82e	4	0.90518	0.86733	1.0	17630	1	-0.35198	0.18233	0.29187	1.0	5466	2	2.2287
Sod3	4	0.90526	0.86733	1.0	17631	1	-0.38545	0.67468	0.70541	1.0	12954	1	1.9997
Crebl2	4	0.90529	0.86807	1.0	17632	1	-0.54069	0.68213	0.71743	1.0	13085	1	1.9399
Mex3a	4	0.90544	0.86807	1.0	17633	1	-0.50445	0.79672	0.83722	1.0	15316	0	0
AF251705	4	0.90545	0.86807	1.0	17634	1	-0.52092	0.18039	0.2868	1.0	5418	1	4.7024
1700012B09Rik	4	0.90553	0.86807	1.0	17635	1	-0.44682	0.021429	0.050713	0.88656	1110	2	5.0268
Grid1	4	0.90557	0.86807	1.0	17636	1	-0.56796	0.11451	0.18598	0.962199	3927	2	3.8766
Defb1	4	0.90571	0.86807	1.0	17637	1	-0.35802	0.13158	0.21247	1.0	4303	1	5.5316
Agtr1a	4	0.90576	0.86807	1.0	17638	1	-0.26225	0.5238	0.57419	1.0	10569	1	2.6138
Ctso	4	0.90596	0.86949	1.0	17639	1	-0.15282	0.1016	0.17059	0.951228	3616	2	3.8033
Ngef	4	0.90601	0.86949	1.0	17640	1	-0.31649	0.13631	0.21837	1.0	4413	2	2.9534
Ccdc15	4	0.90607	0.86949	1.0	17641	1	-0.62401	0.8204	0.85907	1.0	15757	0	0
Nhsl2	4	0.90617	0.86949	1.0	17642	1	-0.40611	0.53929	0.58176	1.0	10780	1	2.3333
Olfr67	4	0.90629	0.86987	1.0	17643	1	-0.57148	0.32766	0.45859	1.0	8163	1	3.4611
Tcerg1	2	0.90635	0.88683	1.0	17644	0	0	0.34753	0.36564	1.0	8376	1	1.9815
Lzic	4	0.90637	0.87024	1.0	17645	1	-0.20509	0.078792	0.14684	0.920867	3043	2	3.6021
Marf1	4	0.90641	0.87024	1.0	17646	1	-0.28278	0.017667	0.046538	0.88656	961	2	5.516
Slc25a16	4	0.90669	0.87024	1.0	17647	1	-0.38509	0.19597	0.31314	1.0	5765	1	4.9472
Tmem216	4	0.90674	0.87024	1.0	17648	1	-0.30596	0.22078	0.34142	1.0	6321	2	1.9266
Lrrc72	4	0.90676	0.87024	1.0	17649	1	-0.4755	0.062282	0.13255	0.920867	2653	2	5.2868
Fam89b	4	0.90676	0.87024	1.0	17650	1	-0.21031	0.33593	0.46158	1.0	8247	1	3.7219
Grap	4	0.90696	0.87024	1.0	17651	1	-0.54369	0.048092	0.11015	0.920867	2162	2	3.4393
Syce1	4	0.90704	0.87024	1.0	17652	1	-0.48826	0.2742	0.42315	1.0	7558	1	4.3107
Vps37d	4	0.90717	0.87024	1.0	17653	1	-0.50336	0.31139	0.44809	1.0	7996	1	3.8012
Egr3	4	0.90721	0.87024	1.0	17654	1	-0.28418	0.55219	0.59243	1.0	10960	1	1.926
Olfr1238	4	0.90723	0.87024	1.0	17655	1	-0.35584	0.23205	0.35968	1.0	6575	2	2.5584
A430033K04Rik	4	0.90727	0.87024	1.0	17656	1	-0.44188	0.40824	0.49478	1.0	9044	1	3.04
Henmt1	4	0.90729	0.87024	1.0	17657	1	-0.46254	0.022375	0.05199	0.88656	1152	2	5.201
Gm20826	4	0.9074	0.87024	1.0	17658	1	-0.22806	0.78518	0.82078	1.0	15090	0	0
Fam227a	4	0.90744	0.87024	1.0	17659	1	-0.34101	0.23046	0.35726	1.0	6544	2	2.5449
Gstcd	4	0.90753	0.87024	1.0	17660	1	-0.085106	0.29015	0.43162	1.0	7766	1	3.3498
Acadl	4	0.90754	0.87024	1.0	17661	1	-0.32374	0.015574	0.04334	0.88656	867	3	3.3087
Dnajb1	4	0.90755	0.87024	1.0	17662	1	-0.38154	0.48112	0.5398	1.0	9955	1	2.7782
Tbc1d10c	4	0.90755	0.87024	1.0	17663	1	-0.048986	0.73855	0.76849	1.0	14151	0	0
Cux2	4	0.90767	0.87024	1.0	17664	1	-0.37508	0.039101	0.09059	0.920867	1822	3	3.1872
Lcn5	4	0.90774	0.87024	1.0	17665	1	-0.54547	0.065387	0.13451	0.920867	2734	2	4.3676
Olfr447	4	0.90776	0.87024	1.0	17666	1	-0.58016	0.084591	0.15327	0.920867	3191	2	3.826
Col4a4	4	0.90778	0.87024	1.0	17667	1	-0.27751	0.20375	0.31936	1.0	5932	2	2.1696
Ptpn13	4	0.90783	0.87024	1.0	17668	1	-0.48698	0.012703	0.036728	0.88656	739	2	6.3556
Cypt4	4	0.90783	0.87024	1.0	17669	1	-0.48698	0.017423	0.045916	0.88656	948	3	3.0171
Lyve1	4	0.90787	0.87024	1.0	17670	1	-0.19136	0.69613	0.73398	1.0	13339	1	1.793
Arhgef28	4	0.90792	0.87024	1.0	17671	1	-0.095503	0.25255	0.37841	1.0	7042	1	4.2374
Naip2	4	0.908	0.87024	1.0	17672	1	-0.52182	0.23695	0.36328	1.0	6693	2	2.8023
Cnksr1	4	0.90812	0.87101	1.0	17673	1	-0.26127	0.35516	0.47374	1.0	8466	1	3.0173
Pqbp1	4	0.90815	0.87101	1.0	17674	1	-0.46033	0.16305	0.24999	1.0	5052	2	3.2424
Serpinb12	4	0.90817	0.87101	1.0	17675	1	-0.33243	0.52574	0.5757	1.0	10600	1	2.8618
Selk	4	0.90817	0.87101	1.0	17676	1	-0.1197	0.027937	0.06222	0.904148	1385	2	4.4889
Shcbp1l	3	0.90831	0.87073	1.0	17677	0	0	0.01129	0.031222	0.88656	663	2	4.8373
Olfr1211	4	0.90838	0.87101	1.0	17678	1	-0.2708	0.53657	0.58176	1.0	10745	1	2.2503
Dnase1l3	3	0.90841	0.8715	1.0	17679	0	0	0.037294	0.069557	0.904148	1743	2	4.7732
Bphl	4	0.90842	0.87101	1.0	17680	1	-0.40408	0.78777	0.82301	1.0	15148	0	0
Olfr1391	4	0.90847	0.87172	1.0	17681	1	-0.42854	0.54519	0.58637	1.0	10866	1	2.4397
Smad7	4	0.90853	0.87172	1.0	17682	1	-0.54749	0.02353	0.053143	0.88656	1203	1	7.1424
Fcer1g	4	0.90853	0.87172	1.0	17683	1	-0.54749	0.048478	0.11117	0.920867	2183	3	2.3162
Gm765	4	0.90855	0.87172	1.0	17684	1	-0.44783	0.44861	0.51579	1.0	9535	1	3.1667
Olfr723	4	0.9086	0.87172	1.0	17685	1	-0.2107	0.63447	0.66167	1.0	12299	1	1.823
Usp27x	4	0.90865	0.87172	1.0	17686	1	-0.14875	0.50413	0.55478	1.0	10288	1	2.2648
Insl3	4	0.90867	0.87172	1.0	17687	1	-0.23877	0.14002	0.22333	1.0	4509	2	3.301
Olfr476	4	0.90867	0.87172	1.0	17688	1	-0.23877	0.56435	0.60003	1.0	11149	1	2.0391
Tifa	4	0.90873	0.87172	1.0	17689	1	-0.33765	0.048712	0.11225	0.920867	2191	3	2.8902
Unc13b	4	0.90874	0.87172	1.0	17690	1	-0.2056	0.70707	0.73849	1.0	13526	0	0
Morf4l2	4	0.90884	0.87172	1.0	17691	1	-0.50203	0.16827	0.26026	1.0	5167	1	4.6047
Slc38a7	4	0.90889	0.87172	1.0	17692	1	-0.3238	0.18718	0.30482	1.0	5575	2	3.4854
Adam39	4	0.90892	0.87172	1.0	17693	1	-0.14538	0.52939	0.58024	1.0	10646	1	2.6499
Inadl	4	0.90892	0.87172	1.0	17694	1	-0.31543	0.0046465	0.015001	0.716024	374	3	3.6923
Wfikkn2	4	0.90905	0.87172	1.0	17695	1	-0.23102	0.14503	0.22865	1.0	4625	2	2.5273
Vmn1r83	4	0.90921	0.87172	1.0	17696	1	-0.2345	0.16962	0.26335	1.0	5206	1	4.4493
Ube2u	4	0.90926	0.87243	1.0	17697	1	-0.39207	0.20766	0.32761	1.0	6032	2	2.2407
Ptger1	3	0.90941	0.87459	1.0	17698	0	0	0.11819	0.18486	0.962199	4005	2	2.6661
Dennd2c	4	0.90951	0.87243	1.0	17699	1	-0.48402	0.27254	0.4188	1.0	7521	2	2.743
E330017A01Rik	4	0.90956	0.87243	1.0	17700	1	-0.17513	0.011872	0.035194	0.88656	694	3	4.1757
Rpgr	4	0.90959	0.87281	1.0	17701	1	-0.52261	0.12106	0.19176	0.963745	4073	2	3.6342
Selo	4	0.90987	0.87395	1.0	17702	1	-0.39647	0.029626	0.066409	0.904148	1445	3	2.6871
Slc5a1	4	0.90987	0.87395	1.0	17703	1	-0.39647	0.52317	0.57419	1.0	10557	1	2.3335
Ism1	4	0.91	0.87395	1.0	17704	1	-0.55249	0.66413	0.69639	1.0	12764	1	1.8668
Xpo7	4	0.9101	0.87395	1.0	17705	1	-0.25511	0.77775	0.81512	1.0	14953	0	0
Cers4	4	0.91015	0.87395	1.0	17706	1	-0.33908	0.014955	0.042318	0.88656	835	3	4.1203
Lce3e	4	0.91018	0.87395	1.0	17707	1	-0.33379	0.0060596	0.01654	0.716024	449	3	3.5995
Foxf2	4	0.91018	0.87395	1.0	17708	1	-0.33379	0.50148	0.55477	1.0	10237	1	2.7814
Ralgds	4	0.91037	0.87395	1.0	17709	1	-0.15223	0.020851	0.049373	0.88656	1084	2	4.912
Fam105a	4	0.9104	0.87395	1.0	17710	1	-0.41129	0.21699	0.33686	1.0	6236	2	2.4089
Trpv6	4	0.91048	0.87395	1.0	17711	1	-0.68694	0.72414	0.75456	1.0	13860	0	0
Pcbp3	4	0.9105	0.87395	1.0	17712	1	-0.18099	0.39741	0.49176	1.0	8918	1	2.4332
Kif13b	4	0.91053	0.87395	1.0	17713	1	-0.4823	0.5839	0.61803	1.0	11431	1	2.7053
Ehbp1	3	0.91078	0.87766	1.0	17714	0	0	0.064322	0.098938	0.920867	2709	2	4.4615
Olfr1180	3	0.9108	0.87766	1.0	17715	0	0	0.012397	0.033602	0.88656	723	2	5.7042
Iqgap2	4	0.91081	0.87469	1.0	17716	1	-0.11681	0.38019	0.4843	1.0	8732	1	1.3682
Lbx1	4	0.91087	0.87469	1.0	17717	1	-0.1346	0.020115	0.048606	0.88656	1056	2	5.9083
Ctdsp1	4	0.91091	0.87469	1.0	17718	1	-0.55562	0.15601	0.24388	1.0	4892	2	3.6632
Pnma2	4	0.91102	0.87469	1.0	17719	1	-0.29759	0.054834	0.12774	0.920867	2446	1	5.8353
Galnt10	4	0.91105	0.87469	1.0	17720	1	-0.41797	0.64934	0.68125	1.0	12517	1	2.0665
Strc	4	0.91105	0.87469	1.0	17721	1	-0.41797	0.085904	0.15327	0.920867	3222	2	3.4757
Soat2	4	0.91112	0.87469	1.0	17722	1	-0.38361	0.31662	0.44809	1.0	8048	1	3.2386
Olfr995	4	0.91119	0.87469	1.0	17723	1	-0.19309	0.57707	0.61361	1.0	11332	1	2.4202
Nrsn1	4	0.9112	0.87469	1.0	17724	1	-0.26041	0.24315	0.37175	1.0	6830	2	2.3714
Fbxl7	4	0.9113	0.87469	1.0	17725	1	-0.26313	0.5319	0.58024	1.0	10681	1	2.4876
Tepp	4	0.91148	0.87469	1.0	17726	1	-0.52363	0.35627	0.47374	1.0	8477	1	3.5636
Katna1	4	0.91161	0.87469	1.0	17727	1	-0.20128	0.15604	0.24388	1.0	4896	1	3.4951
Bcl2l10	4	0.91168	0.87469	1.0	17728	1	-0.22798	0.2534	0.38382	1.0	7064	1	4.2136
Vmn1r81	3	0.91171	0.87766	1.0	17729	0	0	0.074176	0.11637	0.920867	2927	2	2.8353
Vmn1r84	4	0.91173	0.87469	1.0	17730	1	-0.34704	0.099877	0.1674	0.947231	3573	2	3.8124
Sh3glb2	4	0.91177	0.87469	1.0	17731	1	-0.44933	0.57683	0.61361	1.0	11328	1	2.3923
Olfr632	4	0.9118	0.87469	1.0	17732	1	-0.14462	0.25489	0.38797	1.0	7098	2	3.2225
Ttpal	4	0.91182	0.87469	1.0	17733	1	-0.10013	0.61487	0.64349	1.0	11961	1	2.3398
Zc2hc1c	4	0.91199	0.87469	1.0	17734	1	-0.30931	0.009034	0.027392	0.88656	566	3	3.665
Gm15293	3	0.91211	0.87766	1.0	17735	0	0	0.33823	0.38861	1.0	8274	1	3.443
Mcemp1	4	0.91215	0.8747	1.0	17736	1	-0.23817	0.034428	0.078019	0.920867	1639	3	2.3283
Igll1	4	0.91253	0.8747	1.0	17737	1	-0.34846	0.040274	0.093519	0.920867	1868	2	4.3096
Lrit1	4	0.91254	0.8747	1.0	17738	1	-0.21099	0.7743	0.81396	1.0	14895	0	0
St3gal6	4	0.91261	0.8747	1.0	17739	1	-0.34186	0.79085	0.8275	1.0	15219	0	0
Il23a	4	0.9127	0.8747	1.0	17740	1	-0.12931	0.21004	0.32985	1.0	6087	2	3.0036
Nhsl1	4	0.91271	0.8747	1.0	17741	1	-0.42163	0.055309	0.12832	0.920867	2465	2	3.6714
Bcl7c	4	0.91276	0.8747	1.0	17742	1	-0.19997	0.050783	0.12033	0.920867	2272	2	4.3546
Nfkbil1	4	0.91278	0.8747	1.0	17743	1	-0.29523	0.20554	0.3235	1.0	5966	2	2.4633
Dos	4	0.91284	0.8747	1.0	17744	1	-0.31864	0.42697	0.50982	1.0	9278	1	2.9784
Eml3	4	0.9129	0.8747	1.0	17745	1	-0.0060152	0.54238	0.58329	1.0	10828	1	2.2481
Olfr1206	4	0.91308	0.8747	1.0	17746	1	-0.3739	0.27573	0.42654	1.0	7594	1	2.2873
4930402H24Rik	4	0.9131	0.8747	1.0	17747	1	-0.093718	0.81609	0.85523	1.0	15670	0	0
Nppb	4	0.9132	0.8747	1.0	17748	1	-0.36546	0.096557	0.16512	0.947231	3485	2	4.0951
Lmx1a	4	0.91329	0.8747	1.0	17749	1	-0.17336	0.53719	0.58176	1.0	10752	1	2.6049
Hbb-bh1	4	0.91332	0.8747	1.0	17750	1	-0.35752	0.15694	0.24487	1.0	4920	2	3.0293
Lap3	4	0.91334	0.8747	1.0	17751	1	-0.22148	0.50135	0.55477	1.0	10236	1	2.8086
Has1	4	0.91336	0.8747	1.0	17752	1	-0.43087	0.55288	0.59398	1.0	10974	1	2.6186
Sec24a	4	0.91342	0.87541	1.0	17753	1	-0.19481	0.6002	0.63449	1.0	11717	1	2.3398
Krt35	4	0.91356	0.87541	1.0	17754	1	-0.56934	0.18585	0.30189	1.0	5545	1	4.7956
Clip4	4	0.91358	0.87541	1.0	17755	1	-0.28556	0.18707	0.30482	1.0	5574	2	2.1732
Grsf1	4	0.9136	0.87541	1.0	17756	1	-0.52501	0.084181	0.15181	0.920867	3188	2	3.2045
Mbd3l1	4	0.9136	0.87541	1.0	17757	1	-0.52501	0.48587	0.54282	1.0	10016	1	2.7524
Lin52	3	0.91361	0.88135	1.0	17758	0	0	0.65295	0.68798	1.0	12579	0	0
Agmo	4	0.91363	0.87541	1.0	17759	1	-0.22543	0.0040347	0.013914	0.716024	333	3	4.6938
Chrm2	4	0.91366	0.87541	1.0	17760	1	-0.12522	0.099474	0.16585	0.947231	3561	2	3.3583
Pgpep1l	4	0.91372	0.87541	1.0	17761	1	-0.38748	0.544	0.58637	1.0	10849	1	2.658
Olfr173	4	0.91381	0.87541	1.0	17762	1	-0.18582	0.077387	0.14684	0.920867	3014	2	3.4035
Bex1	4	0.91383	0.87578	1.0	17763	1	-0.11036	0.87378	0.90483	1.0	16794	0	0
Zfp712	4	0.91388	0.87615	1.0	17764	1	-0.22751	0.16645	0.25513	1.0	5135	1	3.3518
Nefh	4	0.9139	0.87615	1.0	17765	1	-0.30788	0.19502	0.31208	1.0	5747	2	2.5107
Hist3h2ba	3	0.91392	0.88207	1.0	17766	0	0	0.18761	0.2862	1.0	5584	1	4.0746
Arl10	4	0.91401	0.87684	1.0	17767	1	-0.49698	0.011383	0.034007	0.88656	670	2	4.5156
Kif3a	4	0.91411	0.87684	1.0	17768	1	-0.44201	0.042569	0.099847	0.920867	1960	3	3.0876
Dsg1c	4	0.91416	0.87684	1.0	17769	1	-0.16824	0.13857	0.22028	1.0	4467	2	3.7924
Cenpb	4	0.91418	0.87684	1.0	17770	1	-0.15986	0.15022	0.23466	1.0	4743	2	2.9141
Prokr2	4	0.91421	0.87684	1.0	17771	1	-0.13359	0.236	0.36086	1.0	6672	2	2.1016
Nudt22	4	0.91423	0.87684	1.0	17772	1	-0.26188	0.84349	0.88359	1.0	16223	0	0
Speg	2	0.91425	0.89817	1.0	17773	0	0	0.35406	0.37012	1.0	8452	1	2.509
Tshz3	4	0.91431	0.87759	1.0	17774	1	-0.35991	0.19617	0.31314	1.0	5774	1	4.6829
Dbndd1	4	0.91433	0.87759	1.0	17775	1	-0.26856	0.060976	0.13192	0.920867	2626	2	3.5002
Otog	4	0.91445	0.87759	1.0	17776	1	-0.0039119	0.47968	0.53832	1.0	9941	1	2.6442
Prkag2	4	0.91447	0.87759	1.0	17777	1	-0.57628	0.0078801	0.018934	0.730124	522	3	3.9519
Actr1a	4	0.91447	0.87759	1.0	17778	1	-0.57628	0.51327	0.56672	1.0	10417	1	2.5234
Olfr1382	4	0.91458	0.87759	1.0	17779	1	-0.45572	0.29871	0.43921	1.0	7869	1	4.0674
Carhsp1	4	0.91468	0.87759	1.0	17780	1	-0.050299	0.058141	0.13005	0.920867	2554	2	3.4064
Nudt6	4	0.91469	0.87759	1.0	17781	1	-0.10995	0.13187	0.21247	1.0	4309	2	3.0041
Cd274	4	0.91481	0.87759	1.0	17782	1	-0.2924	0.20079	0.31713	1.0	5871	2	2.8583
Cyp4v3	4	0.91498	0.8783	1.0	17783	1	-0.30705	0.050783	0.12033	0.920867	2270	1	5.964
1700042G07Rik	3	0.91499	0.88427	1.0	17784	0	0	0.73944	0.78261	1.0	14171	0	0
Olfr406	3	0.91522	0.88427	1.0	17785	0	0	0.041601	0.074232	0.904148	1915	2	4.3603
Paqr6	4	0.91529	0.8783	1.0	17786	1	-0.41216	0.65841	0.69031	1.0	12671	1	2.1203
Jade3	4	0.91531	0.8783	1.0	17787	1	-0.37199	0.1916	0.30675	1.0	5672	1	5.1687
Fundc1	4	0.91534	0.8783	1.0	17788	1	-0.25914	0.64119	0.67068	1.0	12393	1	2.1982
Timp1	4	0.91541	0.87831	1.0	17789	1	-0.2625	0.22472	0.34722	1.0	6418	2	2.346
Hip1r	4	0.9155	0.87831	1.0	17790	1	-0.21599	0.093296	0.15474	0.920867	3408	2	4.2437
Ccl7	4	0.91554	0.87831	1.0	17791	1	-0.16642	0.21798	0.33797	1.0	6265	2	2.5727
Ankrd66	4	0.91559	0.87831	1.0	17792	1	-0.23819	0.21798	0.33797	1.0	6266	2	2.7078
Hoxd10	3	0.91575	0.885	1.0	17793	0	0	0.021732	0.050471	0.88656	1126	2	4.6382
Aadacl2	3	0.9158	0.885	1.0	17794	0	0	0.43603	0.47052	1.0	9385	1	2.6284
Gm13271	4	0.91593	0.87867	1.0	17795	1	-2.027	0.075961	0.14614	0.920867	2969	2	3.0357
Kcnc1	4	0.91593	0.87867	1.0	17796	1	-2.027	0.81184	0.85233	1.0	15590	0	0
Rab29	4	0.91593	0.87867	1.0	17797	1	-0.58285	0.0042392	0.014081	0.716024	343	3	4.342
Spats2	4	0.91593	0.87867	1.0	17798	1	-2.027	0.54475	0.58637	1.0	10859	1	1.6546
Nr1d2	4	0.91593	0.87867	1.0	17799	1	-2.027	0.13963	0.22225	1.0	4501	2	2.7882
Klk1b1	4	0.91593	0.87867	1.0	17800	1	-2.027	0.45702	0.52034	1.0	9649	1	2.7553
