"id","HumanGene"
"Tmem154","TMEM154"
"Chd7","CHD7"
"Pkn1","PKN1"
"Zhx3","ZHX3"
"Ifitm10","IFITM10"
"Gfm2","GFM2"
"Dcaf5","DCAF5"
"Ankrd16","ANKRD16"
"Atad2b","ATAD2B"
"Samd5","SAMD5"
"Cracd","CRACD"
"Sirpb1a","SIRPB1"
"Negr1","NEGR1"
"Amigo3","AMIGO3"
"L3mbtl4","L3MBTL4"
"Krt26","KRT26"
"Cdh18","CDH18"
"Spata33","SPATA33"
"Cdh10","CDH10"
"Mical2","MICAL2"
"Trav3-3","TRAV5"
"Itgb8","ITGB8"
"Trdv2-2","TRAV38-1"
"Wscd2","WSCD2"
"Map7d3","MAP7D3"
"Ccbe1","CCBE1"
"Tnpo3","TNPO3"
"Atp11c","ATP11C"
"Pisd","PISD"
"Lrrn4","LRRN4"
"Enpp6","ENPP6"
"Arl4c","ARL4C"
"Rfx6","RFX6"
"Cyp4f39","CYP4F22"
"Lrif1","LRIF1"
"Xpnpep3","XPNPEP3"
"Dcaf1","DCAF1"
"Serac1","SERAC1"
"Zswim9","ZSWIM9"
"Gpr183","GPR183"
"Fpr-rs6","FPR2"
"Fpr-rs7","FPR3"
"Cdv3","CDV3"
"Tpm4","TPM4"
"H4c1","H4C15"
"Upf2","UPF2"
"Tnfsf15","TNFSF15"
"Ppip5k1","PPIP5K1"
"Ccn6","CCN6"
"Mettl24","METTL24"
"Dna2","DNA2"
"Tmem26","TMEM26"
"Usp44","USP44"
"Ppfia2","PPFIA2"
"Frs2","FRS2"
"Ubtd2","UBTD2"
"Pigl","PIGL"
"Cyb5d1","CYB5D1"
"Dnah2","DNAH2"
"Vmo1","VMO1"
"Scimp","SCIMP"
"Pitpnm3","PITPNM3"
"Xaf1","XAF1"
"Zfp616","ZNF658"
"Slfn5","SLFN5"
"Med13","MED13"
"Hsf5","HSF5"
"Spata32","SPATA32"
"Fads6","FADS6"
"Slc7a15","SLC7A15P"
"Dtd2","DTD2"
"Prps1l3","PRPS1"
"Togaram1","TOGARAM1"
"Prpf39","PRPF39"
"Slc39a9","SLC39A9"
"Trmt61a","TRMT61A"
"Gfod1","GFOD1"
"Rnf182","RNF182"
"Nutm2","NUTM2B"
"Slc25a48","SLC25A48"
"Zfp459","ZNF506"
"Mast4","MAST4"
"Zmiz1","ZMIZ1"
"Rft1","RFT1"
"Sh2d4b","SH2D4B"
"Rnase9","RNASE9"
"Parp4","PARP4"
"Kcnrg","KCNRG"
"Npm2","NPM2"
"Trav9d-2","TRAV8-3"
"Trav6-3","TRAV9-2"
"Apol10b","APOL1"
"Apol11b","APOL1"
"Ep300","EP300"
"4930407I10Rik","C22orf46"
"Tubgcp6","TUBGCP6"
"Vwa5b2","VWA5B2"
"Bex6","BEX4"
"Gabrr3","GABRR3"
"Rab26","RAB26"
"Hs3st6","HS3ST6"
"Mslnl","MSLNL"
"Clpsl2","CLPSL2"
"Lhfpl5","LHFPL5"
"Ubash3a","UBASH3A"
"Zfp414","ZNF414"
"Treml2","TREML2"
"Acsbg2","ACSBG2"
"Zscan30","ZSCAN30"
"Mcc","MCC"
"9330117O12Rik","LINC01170"
"Arhgef37","ARHGEF37"
"Carmn","CARMN"
"Spink10","SPINK9"
"Zfp532","ZNF532"
"Zfp236","ZNF236"
"Zfp516","ZNF516"
"Atg2a","ATG2A"
"Pkd2l1","PKD2L1"
"Scd4","SCD"
"Emx2os","EMX2OS"
"Cpa6","CPA6"
"Hecw2","HECW2"
"Ankrd44","ANKRD44"
"Abi2","ABI2"
"Unc80","UNC80"
"Rbm44","RBM44"
"Il19","IL19"
"Ppp1r12b","PPP1R12B"
"Lgr6","LGR6"
"Dennd1b","DENND1B"
"Fam163a","FAM163A"
"Tnn","TNN"
"Syt14","SYT14"
"Rnf224","RNF224"
"Ccdc187","CCDC187"
"Cfap77","CFAP77"
"Ptrh1","PTRH1"
"Nostrin","NOSTRIN"
"Myo3b","MYO3B"
"Accs","ACCS"
"Wt1os","WT1-AS"
"Pla2g4e","PLA2G4E"
"Lcmt2","LCMT2"
"Ctdspl2","CTDSPL2"
"Nol4l","NOL4L"
"Bpi","BPI"
"Svs3b","SEMG1"
"Zfp335","ZNF335"
"Gm14325","ZNF442"
"Birc7","BIRC7"
"Fat4","FAT4"
"Sertm1","SERTM1"
"Med12l","MED12L"
"E130311K13Rik","C3orf33"
"Fnip2","FNIP2"
"Fcrl5","FCRL5"
"Dcst2","DCST2"
"Dennd2c","DENND2C"
"Tafa3","TAFA3"
"Aknad1","AKNAD1"
"Pigk","PIGK"
"Tmem67","TMEM67"
"Myorg","MYORG"
"Frem1","FREM1"
"Dennd4c","DENND4C"
"Usp24","USP24"
"Tmem61","TMEM61"
"Acot11","ACOT11"
"Foxo6","FOXO6"
"Col8a2","COL8A2"
"Csmd2","CSMD2"
"Catsper4","CATSPER4"
"Spata21","SPATA21"
"Fhad1","FHAD1"
"Pramel16","PRAMEF1"
"Pramel20","PRAMEF1"
"Aadacl4fm5","AADACL4"
"Ttll10","TTLL10"
"Fam185a","FAM185A"
"Slc5a6","SLC5A6"
"Shisa3","SHISA3"
"Adamts3","ADAMTS3"
"Cxcl3","CXCL1"
"Hfm1","HFM1"
"Miat","MIAT"
"Kctd10","KCTD10"
"Taok3","TAOK3"
"Ccdc63","CCDC63"
"Tmem120b","TMEM120B"
"Vps37b","VPS37B"
"Mblac1","MBLAC1"
"Gal3st4","GAL3ST4"
"Sdk1","SDK1"
"Spdye4b","SPDYE1"
"Zfp853","ZNF316"
"Pon2","PON2"
"Thsd7a","THSD7A"
"D630045J12Rik","KIAA1549"
"Zfp786","ZNF786"
"Wipf3","WIPF3"
"Mindy4","MINDY4"
"Dnah6","DNAH6"
"Gcfc2","GCFC2"
"Fbxo41","FBXO41"
"Mdfic2","MDFIC2"
"Tmcc1","TMCC1"
"B4galnt3","B4GALNT3"
"Cecr2","CECR2"
"Tmem52b","TMEM52B"
"Sult6b2","SULT6B2P"
"Far2","FAR2"
"Tmem150b","TMEM150B"
"Zfp78","ZNF471"
"Bsph1","BSPH1"
"Zc3h4","ZC3H4"
"Ceacam16","CEACAM16"
"Tmem145","TMEM145"
"Nlrp9c","NLRP9"
"Ifnl2","IFNL3"
"Zfp82","ZFP82"
"Gm5114","C2orf78"
"Fan1","FAN1"
"Saxo2","SAXO2"
"Trim66","TRIM66"
"Prss53","PRSS53"
"Btbd16","BTBD16"
"Dock1","DOCK1"
"B4galnt4","B4GALNT4"
"Ctxn1","CTXN1"
"Nek5","NEK5"
"Htra4","HTRA4"
"Zfp866","ZNF670"
"Hapln4","HAPLN4"
"Rnf150","RNF150"
"Adgrl1","ADGRL1"
"Dhps","DHPS"
"4933402J07Rik","C16orf78"
"Drc7","DRC7"
"Slc7a6","SLC7A6"
"Trim67","TRIM67"
"Piwil4","PIWIL4"
"Opcml","OPCML"
"Arhgap32","ARHGAP32"
"Pate2","PATE2"
"Dixdc1","DIXDC1"
"AI593442","C11orf87"
"Hcn4","HCN4"
"Snapc5","SNAPC5"
"Slc51b","SLC51B"
"Ankdd1a","ANKDD1A"
"Ankrd34c","ANKRD34C"
"Slc9a9","SLC9A9"
"Gmppb","GMPPB"
"Tgm4","TGM4"
"Gsdmc2","GSDMC"
"Dgkk","DGKK"
"Thoc2","THOC2"
"Gm773","SYCP3"
"Il1rapl1","IL1RAPL1"
"Rtl5","RTL5"
"Uprt","UPRT"
"Xkrx","XKRX"
"Tceal5","TCEAL5"
"Serpina7","SERPINA7"
"Dnaaf6","DNAAF6"
"Bend3","BEND3"
"Mapk15","MAPK15"
"Krt78","KRT78"
"Zdhhc23","ZDHHC23"
"Zscan10","ZSCAN10"
"Grxcr2","GRXCR2"
"Tigd3","TIGD3"
"Kcnk18","KCNK18"
"Nanos1","NANOS1"
"Lyg2","LYG2"
"Lcn10","LCN10"
"Card9","CARD9"
"Fndc11","FNDC11"
"Pramel19","PRAMEF1"
"Zmynd12","ZMYND12"
"Tfap2e","TFAP2E"
"Ldc1","LDC1P"
"Ksr2","KSR2"
"Kcp","KCP"
"Cox6b2","COX6B2"
"Proser3","PROSER3"
"Trim75","TRIM75"
"Frem3","FREM3"
"Cngb1","CNGB1"
"A4gnt","A4GNT"
"Gpd1l","GPD1L"
"H2al1o","H2AL1RP"
"Frmpd4","FRMPD4"
"Mamld1","MAMLD1"
"Ppp1r13l","PPP1R13L"
"Gm867","C22orf15"
"H2-M10.2","HLA-E"
"N4bp2","N4BP2"
"Cd59b","CD59"
"Cyp3a44","CYP3A5"
"Mia2","MIA2"
"Cog3","COG3"
"Gpr21","GPR21"
"Ttc16","TTC16"
"Cntln","CNTLN"
"Acad12","ACAD10"
"Akap17b","AKAP17A"
"Nell1","NELL1"
"Zfp780b","ZNF780B"
"Fkbp15","FKBP15"
"Supv3l1","SUPV3L1"
"Ust","UST"
"Tmem241","TMEM241"
"Trim65","TRIM65"
"Slc41a2","SLC41A2"
"Mia3","MIA3"
"Myo1d","MYO1D"
"Pheta2","PHETA2"
"Tmem220","TMEM220"
"Nalcn","NALCN"
"Endov","ENDOV"
"Map3k9","MAP3K9"
"Ifnl3","IFNL3"
"Atp6v1g3","ATP6V1G3"
"Cndp1","CNDP1"
"Scgb1c1","SCGB1C1"
"Hymai","HYMAI"
"Morc3","MORC3"
"Fa2h","FA2H"
"Kdm7a","KDM7A"
"Pramel4","PRAMEF18"
"Pramel6","PRAMEF1"
"Pramel7","PRAMEF1"
"Agap1","AGAP1"
"Norad","NORAD"
"Caps2","CAPS2"
"Plekhm1","PLEKHM1"
"Prss33","PRSS33"
"Tas2r139","TAS2R39"
"Gjd3","GJD3"
"Egfl7","EGFL7"
"Tas2r136","TAS2R31"
"Tas2r117","TAS2R14"
"Tas2r123","TAS2R14"
"Slc2a12","SLC2A12"
"Txlng","TXLNG"
"Gars","GARS"
"Nr1d2","NR1D2"
"Adam32","ADAM32"
"Edc3","EDC3"
"Aldoart1","ALDOA"
"Zfp931","ZNF559-ZNF177"
"Prune2","PRUNE2"
"Pcdha2","PCDHA2"
"Pcdha8","PCDHA8"
"Pcdhac1","PCDHAC1"
"Pcdhac2","PCDHAC2"
"Mrpl21","MRPL21"
"Ltv1","LTV1"
"Sfmbt2","SFMBT2"
"Eras","ERAS"
"Clec18a","CLEC18B"
"Zfp703","ZNF703"
"Tas2r115","TAS2R14"
"Rtl1","RTL1"
"Muc6","MUC6"
"Peg13","PEG13"
"Opn5","OPN5"
"Gpr141","GPR141"
"Oxct2b","OXCT2"
"Rnu11","RNU11"
"Snord61","SNORD61"
"Tmc4","TMC4"
"Hcfc1r1","HCFC1R1"
"Dio3os","DIO3OS"
"Myo18a","MYO18A"
"H3c1","H3C7"
"Defb34","DEFB106A"
"Trim46","TRIM46"
"Zranb1","ZRANB1"
"Prss48","PRSS48"
"Khdc1a","KHDC1L"
"Col27a1","COL27A1"
"Nlrp12","NLRP12"
"Nanos2","NANOS2"
"Txlnb","TXLNB"
"Mafa","MAFA"
"Pram1","PRAM1"
"Morn2","MORN2"
"Bpifb3","BPIFB3"
"Serf2","SERF2"
"Lrrc24","LRRC24"
"Raet1e","RAET1E"
"Fastkd5","FASTKD5"
"Tagap1","TAGAP"
"Intu","INTU"
"Heca","HECA"
"Cfap54","CFAP54"
"Acss3","ACSS3"
"Lemd3","LEMD3"
"Lin28b","LIN28B"
"Sec14l3","SEC14L3"
"Nefh","NEFH"
"Cnrip1","CNRIP1"
"Ccnjl","CCNJL"
"Obscn","OBSCN"
"Shisa6","SHISA6"
"Tmem102","TMEM102"
"Spata22","SPATA22"
"Rap1gap2","RAP1GAP2"
"Tlcd2","TLCD2"
"Scarf1","SCARF1"
"Rph3al","RPH3AL"
"Mks1","MKS1"
"Kcnh4","KCNH4"
"Lrrc37","LRRC37B"
"Milr1","MILR1"
"Eipr1","EIPR1"
"Atxn7l1","ATXN7L1"
"Lsmem1","LSMEM1"
"Ccdc177","CCDC177"
"Slirp","SLIRP"
"Serpina11","SERPINA11"
"Begain","BEGAIN"
"Lbhd2","LBHD2"
"Ighe","IGHE"
"Ighg2a","IGHG1"
"Ighg3","IGHG1"
"Ighd","IGHD"
"Mrs2","MRS2"
"Serpinb1c","SERPINB1"
"Lyrm4","LYRM4"
"Stmnd1","STMND1"
"Rsl1","ZNF254"
"Tmem171","TMEM171"
"Gm906","SPATA31E1"
"Zfp395","ZNF395"
"Lrch1","LRCH1"
"Siah3","SIAH3"
"Dgkh","DGKH"
"Olfm4","OLFM4"
"Lmo7","LMO7"
"Alg10b","ALG10"
"Tmem106c","TMEM106C"
"Nckap5l","NCKAP5L"
"Higd1c","HIGD1C"
"Zfat","ZFAT"
"Gm20736","SYCP3"
"Cyp2d12","CYP2D6"
"Kmt2d","KMT2D"
"Parl","PARL"
"Smbd1","SMBD1P"
"Unc93a","UNC93A"
"Ermard","ERMARD"
"Casp16","CASP16"
"Abca17","ABCA17P"
"Npw","NPW"
"Ccdc78","CCDC78"
"Tbc1d22b","TBC1D22B"
"H2-Eb2","HLA-DRB1"
"Dnph1","DNPH1"
"Prickle4","PRICKLE4"
"Tmem232","TMEM232"
"Rmdn2","RMDN2"
"Arhgef33","ARHGEF33"
"Cdkl4","CDKL4"
"Capn13","CAPN13"
"Garem1","GAREM1"
"Arl14epl","ARL14EPL"
"Prob1","PROB1"
"Greb1l","GREB1L"
"Ccdc68","CCDC68"
"Gm960","C11orf80"
"Tmem151a","TMEM151A"
"Ap5b1","AP5B1"
"Slc22a20","SLC22A20P"
"Naaladl1","NAALADL1"
"Ms4a12","MS4A12"
"Spata6l","SPATA6L"
"Cfap58","CFAP58"
"Xkr9","XKR9"
"Tmem237","TMEM237"
"Gm973","LOC100652824"
"Mreg","MREG"
"Marchf4","MARCHF4"
"Hjurp","HJURP"
"Crocc2","CROCC2"
"Serpinb3c","SERPINB3"
"Atp2b4","ATP2B4"
"Kif14","KIF14"
"Rc3h1","RC3H1"
"Ifi211","MNDA"
"Stum","STUM"
"Iars2","IARS2"
"Nsl1","NSL1"
"Batf3","BATF3"
"Gal3st2","GAL3ST2"
"Fam178b","FAM178B"
"Lonrf2","LONRF2"
"Tmem182","TMEM182"
"Spag6","SPAG6"
"Mamdc4","MAMDC4"
"Ajm1","AJM1"
"Cacfd1","CACFD1"
"Prdm12","PRDM12"
"Sp9","SP9"
"Pjvk","PJVK"
"Med19","MED19"
"Bpifb4","BPIFB4"
"Pabpc1l","PABPC1L"
"Zfp663","ZNF663P"
"Trp53rka","TP53RK"
"Cdh26","CDH26"
"Zfp408","ZNF408"
"Accsl","ACCSL"
"Gpr176","GPR176"
"Slc28a2b","SLC28A2"
"Ctxn2","CTXN2"
"Crnn","CRNN"
"Nr1h5","NR1H5P"
"Stpg2","STPG2"
"Gm5150","SIRPB2"
"Trim55","TRIM55"
"Rxfp1","RXFP1"
"S100a7a","S100A7"
"Dpy19l4","DPY19L4"
"Pdp1","PDP1"
"Ccdc180","CCDC180"
"Ube2u","UBE2U"
"Pramel18","PRAMEF18"
"Gm12789","PRAMEF18"
"Mroh7","MROH7"
"Armh1","ARMH1"
"Ccdc24","CCDC24"
"Zfp69","ZFP69"
"Xkr8","XKR8"
"Pramel26","PRAMEF1"
"Oog2","PRAMEF1"
"Aadacl4fm1","AADACL4"
"Ccdc27","CCDC27"
"Tmem240","TMEM240"
"Pramel32","PRAMEF1"
"L1td1","L1TD1"
"Tbc1d2","TBC1D2"
"Rbm33","RBM33"
"Adgrf3","ADGRF3"
"Atraid","ATRAID"
"Gm1673","C4orf48"
"Gm1043","C4orf50"
"Cep135","CEP135"
"Thap6","THAP6"
"Odaph","ODAPH"
"Pramel34","PRAMEF1"
"Lrcol1","LRCOL1"
"Fbrsl1","FBRSL1"
"Vgf","VGF"
"Zcwpw1","ZCWPW1"
"Nxpe5","NXPE1"
"Kpna7","KPNA7"
"Wdr95","WDR49"
"B3glct","B3GLCT"
"N4bp2l2","N4BP2L2"
"Pttg1ip2","PTTG1IP2"
"Pramel37","PRAMEF1"
"Drc1","DRC1"
"Lrrc43","LRRC43"
"Wee2","WEE2"
"Ssbp1","SSBP1"
"Igkv2-112","IGKV2-30"
"Igkv16-104","IGKV1-5"
"Igkv5-43","IGKV6-21"
"Igkv6-25","IGKV4-1"
"Gm1070","UBE2L3"
"4930590J08Rik","C3orf20"
"Tatdn2","TATDN2"
"Tsen2","TSEN2"
"Clec4b2","CLEC4C"
"Lpar5","LPAR5"
"Cracr2a","CRACR2A"
"Prmt8","PRMT8"
"Clec2m","KLRC4"
"Smim10l1","SMIM10"
"Apold1","APOLD1"
"Sbk3","SBK3"
"Sbk2","SBK2"
"Rnf225","RNF225"
"Gipr","GIPR"
"Ovol3","OVOL3"
"Slc6a16","SLC6A16"
"Mrgpra6","MRGPRX1"
"Alg8","ALG8"
"Dnah3","DNAH3"
"Taok2","TAOK2"
"Cdiptos","CDIPTOSP"
"Itgad","ITGAD"
"Plpp4","PLPP4"
"Spef1l","SPEF1"
"Usp17lb","USP17L10"
"Mrgprg","MRGPRG"
"Brsk1","BRSK1"
"Lmtk3","LMTK3"
"Zbtb2","ZBTB2"
"Defa39","DEFA4"
"Cep44","CEP44"
"Ano8","ANO8"
"Unc13a","UNC13A"
"Cnep1r1","CNEP1R1"
"Gse1","GSE1"
"Pabpn1l","PABPN1L"
"Urb2","URB2"
"Ces1b","CES1"
"Adgrg5","ADGRG5"
"Pdp2","PDP2"
"Ces3a","CES3"
"Crtc1","CRTC1"
"Defa22","DEFA1B"
"AB124611","C19orf38"
"Gm1110","C3orf49"
"Prdm10","PRDM10"
"Foxr1","FOXR1"
"Ccdc33","CCDC33"
"Snx22","SNX22"
"Ripply2","RIPPLY2"
"Cep162","CEP162"
"Gm1123","CXADR"
"Fbxw15","FBXW12"
"Fbxw24","FBXW12"
"Fbxw26","FBXW12"
"Susd5","SUSD5"
"Slc22a14","SLC22A14"
"Tcaim","TCAIM"
"Zkscan7","ZKSCAN7"
"Fdxacb1","FDXACB1"
"Fbxw22","FBXW12"
"Trav7d-4","TRAV12-1"
"Jade3","JADE3"
"8030474K03Rik","CXorf49"
"Brwd3","BRWD3"
"Cpxcr1","CPXCR1"
"Tmem29","FAM156A"
"Bclaf3","BCLAF3"
"Cdkl5","CDKL5"
"Gm5168","SYCP3"
"Gm5169","SYCP3"
"Rhox12","RHOXF1"
"Sly","SYCP3"
"Taar8b","TAAR8"
"Poc1b","POC1B"
"Atxn7l3b","ATXN7L3B"
"Best3","BEST3"
"Ankfn1","ANKFN1"
"Cd300ld3","CD300LD"
"Pfn4","PFN4"
"Kcnf1","KCNF1"
"Tmed8","TMED8"
"Zbtb42","ZBTB42"
"Mtx3","MTX3"
"Colq","COLQ"
"Zfp488","ZNF488"
"Neil2","NEIL2"
"Rrm2b","RRM2B"
"Enthd1","ENTHD1"
"Tvp23a","TVP23A"
"Ypel5","YPEL5"
"Kctd16","KCTD16"
"Ms4a14","MS4A14"
"Prdm14","PRDM14"
"Serpinb3b","SERPINB3"
"Gpr25","GPR25"
"Kif28","KIF28P"
"Aim2","AIM2"
"Obp2b","OBP2A"
"Tldc2","TLDC2"
"Ankrd63","ANKRD63"
"Spopfm3","SPOP"
"Glipr2","GLIPR2"
"Tlr12","TLR12P"
"Fndc5","FNDC5"
"Slc25a34","SLC25A34"
"Pramel5","PRAMEF1"
"Arl9","ARL9"
"Fam47e","FAM47E"
"Ephx4","EPHX4"
"Foxl3","FOXL3"
"Gatc","GATC"
"Trim56","TRIM56"
"Igkv5-37","IGKV6-21"
"Igkv8-30","IGKV4-1"
"Noto","NOTO"
"Ceacam3","CEACAM21"
"Nova2","NOVA2"
"Wdr88","WDR88"
"Kash5","KASH5"
"Usp17ld","USP17L1"
"Cyp2t4","CYP2T1P"
"Zfp667","ZNF667"
"Irs2","IRS2"
"Adam20","ADAM20"
"Pglyrp4","PGLYRP4"
"Trav6d-7","TRAV9-2"
"Zfp986","ZNF34"
"Ssxb10","SSX1"
"Ssxa1","SSX2B"
"Frmd7","FRMD7"
"Pnma5","PNMA5"
"Tex28","TEX28"
"AU015836","CHCHD4"
"Kng2","KNG1"
"Nxpe3","NXPE3"
"Lca5l","LCA5L"
"Zfp174","ZNF174"
"Trav15-1-dv6-1","TRDV1"
"Trav7-4","TRAV12-1"
"Rnf39","RNF39"
"Cdsn","CDSN"
"Rnf133","RNF133"
"Thoc6","THOC6"
"Nsfl1c","NSFL1C"
"Eid2","EID2"
"Slitrk3","SLITRK3"
"Ssxb9","SSX1"
"Ssxb2","SSX4B"
"Mir9-1","MIR9-1"
"Mir16-1","MIR16-1"
"Mir18","MIR18A"
"Mir1a-1","MIR1-1"
"Mir20a","MIR20A"
"Mir21a","MIR21"
"Mir22","MIR22"
"Mir24-1","MIR24-1"
"Mir101a","MIR101-1"
"Mir10b","MIR10B"
"Mir126a","MIR126"
"Mir127","MIR127"
"Mir128-1","MIR128-1"
"Mir130a","MIR130A"
"Mir132","MIR132"
"Mir133a-1","MIR133A1"
"Mir134","MIR134"
"Mir135a-1","MIR135A1"
"Mir136","MIR136"
"Mir137","MIR137"
"Mir138-1","MIR138-1"
"Mir139","MIR139"
"Mir140","MIR140"
"Mir141","MIR141"
"Mir142","MIR142"
"Mir143","MIR143"
"Mir144","MIR144"
"Mir145a","MIR145"
"Mir146","MIR146A"
"Mir147","MIR147B"
"Mir148a","MIR148A"
"Mir149","MIR149"
"Mir150","MIR150"
"Mir151","MIR151A"
"Mir152","MIR152"
"Mir153","MIR153-2"
"Mir154","MIR154"
"Mir155","MIR155"
"Mir15a","MIR15A"
"Mir15b","MIR15B"
"Mir181a-2","MIR181A2"
"Mir182","MIR182"
"Mir183","MIR183"
"Mir184","MIR184"
"Mir185","MIR185"
"Mir186","MIR186"
"Mir187","MIR187"
"Mir188","MIR188"
"Mir190a","MIR190A"
"Mir191","MIR191"
"Mir192","MIR192"
"Mir193a","MIR193A"
"Mir194-1","MIR194-1"
"Mir195a","MIR195"
"Mir196a-1","MIR196A1"
"Mir199a-1","MIR199A1"
"Mir19b-2","MIR19B2"
"Mir202","MIR202"
"Mir203","MIR203A"
"Mir204","MIR204"
"Mir205","MIR205"
"Mir206","MIR206"
"Mir208a","MIR208A"
"Mir210","MIR210"
"Mir211","MIR211"
"Mir212","MIR212"
"Mir214","MIR214"
"Mir215","MIR215"
"Mir216a","MIR216A"
"Mir217","MIR217"
"Mir23a","MIR23A"
"Mir23b","MIR23B"
"Mir26a-1","MIR26A1"
"Mir26b","MIR26B"
"Mir27a","MIR27A"
"Mir27b","MIR27B"
"Mir29a","MIR29A"
"Mir29b-1","MIR29B1"
"Mir29c","MIR29C"
"Mir30a","MIR30A"
"Mir30b","MIR30B"
"Mir30c-1","MIR30C1"
"Mir30d","MIR30D"
"Mir99a","MIR99A"
"Mir99b","MIR99B"
"Mir122","MIR122"
"Mir124a-1","MIR124-1"
"Mir125a","MIR125A"
"Mir125b-1","MIR125B1"
"Mir129-1","MIR129-1"
"Mir199b","MIR199B"
"Mir200a","MIR200A"
"Mir200b","MIR200B"
"Mirlet7a-1","MIRLET7A1"
"Mirlet7b","MIRLET7B"
"Mirlet7c-1","MIRLET7C"
"Mirlet7d","MIRLET7D"
"Mirlet7e","MIRLET7E"
"Mirlet7g","MIRLET7G"
"Mirlet7i","MIRLET7I"
"Mirlet7f-1","MIRLET7F1"
"Mirlet7f-2","MIRLET7F2"
"Hcrtr2","HCRTR2"
"Tmtc1","TMTC1"
"Tas2r102","TAS2R13"
"Tas2r104","TAS2R10"
"Tas2r106","TAS2R10"
"Tas2r107","TAS2R10"
"Tas2r109","TAS2R14"
"Tas2r110","TAS2R14"
"Tas2r113","TAS2R14"
"Tas2r114","TAS2R10"
"Tas2r118","TAS2R16"
"Tas2r120","TAS2R46"
"Tas2r121","TAS2R13"
"Tas2r124","TAS2R13"
"Tas2r125","TAS2R14"
"Tas2r126","TAS2R41"
"Tas2r129","TAS2R14"
"Tas2r130","TAS2R7"
"Tas2r131","TAS2R42"
"Ifnk","IFNK"
"Tas2r135","TAS2R60"
"Tas2r138","TAS2R38"
"Tas2r144","TAS2R40"
"Znrf2","ZNRF2"
"Cd300c","CD300C"
"Ssxb5","SSX1"
"Zhx2","ZHX2"
"Tas2r140","TAS2R14"
"Serpinb3d","SERPINB3"
"Ugt1a10","UGT1A10"
"Ugt1a7c","UGT1A10"
"Ugt1a5","UGT1A4"
"Ugt1a9","UGT1A10"
"Ugt1a6b","UGT1A6"
"Ugt1a1","UGT1A1"
"Flrt1","FLRT1"
"Snhg3","SNHG3"
"Map4k5","MAP4K5"
"Scn4b","SCN4B"
"H2-M10.6","HLA-E"
"Flrt2","FLRT2"
"Btbd6","BTBD6"
"Cdin1","CDIN1"
"Tmsb15l","TMSB15A"
"Ccdc87","CCDC87"
"Lratd2","LRATD2"
"Tdpoz2","SPOP"
"Tdpoz3","SPOP"
"Tdpoz4","SPOP"
"Tdpoz5","SPOP"
"Tcaf3","TCAF2"
"Banf2","BANF2"
"Defb21","DEFB118"
"Msantd1","MSANTD1"
"Tigd4","TIGD4"
"Plcxd1","PLCXD1"
"Mettl21e","METTL21EP"
"Cfap97d2","CFAP97D2"
"Opa3","OPA3"
"Lypd9","LYPD9P"
"Agr3","AGR3"
"Clec3a","CLEC3A"
"Gfral","GFRAL"
"Cyp2c54","CYP2C19"
"Mrgpra5","MRGPRX1"
"Mrgpra7","MRGPRX1"
"Mrgpra8","MRGPRX1"
"Mrgprb3","MRGPRX1"
"Mrgprb5","MRGPRX1"
"Mrgprb8","MRGPRX1"
"Mrgprx1","MRGPRX4"
"Ano7","ANO7"
"Ifna14","IFNA4"
"Macroh2a2","MACROH2A2"
"Iqgap3","IQGAP3"
"Iglc4","IGLC2"
"Iglv3","IGLV4-69"
"Bex4","BEX4"
"Panx2","PANX2"
"Krt87","KRT81"
"Krt77","KRT77"
"Krt40","KRT40"
"Krt74","KRT74"
"Gm5414","KRT6A"
"Peds1","PEDS1"
"Ndufs6","NDUFS6"
"Taf9b","TAF9B"
"Ndufa4l2","NDUFA4L2"
"Smim31","SMIM31"
"Ecm2","ECM2"
"Zfp941","ZNF519"
"BC031181","C18orf32"
"Znrf3","ZNRF3"
"Baz2b","BAZ2B"
"Tmem204","TMEM204"
"Primpol","PRIMPOL"
"BC048507","DYNLL1"
"Zfp456","ZNF254"
"Zfp874b","ZNF254"
"Zfp738","ZNF729"
"Wfdc13","WFDC13"
"Semp2l1","SENP2"
"Otud6a","OTUD6A"
"Csta3","CSTA"
"Spink7","SPINK7"
"Wdr83os","WDR83OS"
"Tnip3","TNIP3"
"Gja6","GJA1"
"Mir670hg","MIR670HG"
"Itprip","ITPRIP"
"Zyg11b","ZYG11B"
"Neurl2","NEURL2"
"Zfp457","ZNF93"
"Akap7","AKAP7"
"Nkain2","NKAIN2"
"Hnrnph3","HNRNPH3"
"Tmprss9","TMPRSS9"
"Gnptab","GNPTAB"
"Cpsf6","CPSF6"
"Myo1a","MYO1A"
"Adcy1","ADCY1"
"Pom121l12","POM121L12"
"Specc1","SPECC1"
"Ccdc92b","CCDC92B"
"Gm11568","KRTAP9-1"
"Dnai2","DNAI2"
"Trim80","TRIM80P"
"Mfsd2b","MFSD2B"
"Vrtn","VRTN"
"Ighv8-9","IGHV2OR16-5"
"Akr1c19","AKR1C1"
"Zscan26","ZSCAN26"
"AK157302","ISCA1"
"Prr7","PRR7"
"Zfp708","ZNF254"
"Rslcan18","ZNF429"
"Lrrc14b","LRRC14B"
"Gprin2","GPRIN2"
"Defb48","DEFB109C"
"Kbtbd6","KBTBD6"
"Otulin","OTULIN"
"Iqank1","IQANK1"
"Gm5478","KRT5"
"Smim22","SMIM22"
"Cstdc4","CSTA"
"Plcxd2","PLCXD2"
